geneID	baseMean	log2FC_Vs-VS	log2FC_vs-Vs	log2FC_vs-VS	log2FC_vs-vS	log2FC_vS-Vs	log2FC_vS-VS	padj_Vs-VS	padj_vs-Vs	padj_vs-VS	padj_vs-vS	padj_vS-Vs	padj_vS-VS
AT5G11200	1536.125604	-0.031514204	-0.523072925	-0.554587129	-0.556439375	0.03336645	0.001852246	1	4.59E-08	7.61E-09	9.86E-09	0.796538533	0.9899996
AT5G11210	45.77294158	-0.248775366	2.448757305	2.199981939	1.216874045	1.23188326	0.983107894	1	6.47E-23	1.53E-18	4.19E-08	8.02E-06	0.000509561
AT5G11230	204.0576233	-0.163249996	0.392847129	0.229597133	0.147151154	0.245695975	0.082445979	1	0.000738206	0.059101382	0.244281561	0.059342597	0.578832648
AT5G11240	381.115837	0.107370368	-1.280377191	-1.173006823	-0.987178197	-0.293198994	-0.185828626	1	8.35E-29	1.01E-23	5.03E-17	0.017859629	0.161107457
AT5G11250	346.5855385	-0.10972315	-0.016621844	-0.126344994	-0.137860718	0.121238874	0.011515724	1	0.923119149	0.43366164	0.40890622	0.494942909	0.956452575
AT5G11260	209.3039876	0.148898669	0.467312408	0.616211077	0.479122033	-0.011809625	0.137089044	1	0.01367741	0.001176669	0.014068616	0.963817627	0.562590942
AT5G11270	457.577429	0.007064898	-1.188692814	-1.181627916	-0.656138066	-0.532554749	-0.52548985	1	4.88E-20	1.51E-19	1.40E-06	9.73E-05	0.00014263
AT5G11280	233.0402188	-0.012359043	0.415381944	0.403022901	0.293157229	0.122224715	0.109865672	1	5.33E-05	0.0001427	0.00536404	0.328149255	0.399780619
AT5G11300	215.1700524	0.063286686	2.039973216	2.103259902	0.424267792	1.615705424	1.67899211	1	5.14E-31	2.10E-31	0.018535269	6.23E-19	1.78E-19
AT5G11310	130.6565087	0.178331603	-0.718679647	-0.540348045	-0.513546921	-0.205132726	-0.026801123	1	8.60E-05	0.004422074	0.007665764	0.336079768	0.916202233
AT5G11330	399.785077	-0.0490273	-0.214540171	-0.26356747	-0.007024704	-0.207515467	-0.256542766	1	0.010111071	0.001750595	0.948759705	0.02080739	0.00435595
AT5G11340	469.6154675	0.102327466	-0.442890044	-0.340562578	-0.304532953	-0.138357091	-0.036029625	1	0.000378101	0.007818579	0.020776387	0.34491999	0.82996057
AT5G11350	295.8672191	0.108933213	-0.339238731	-0.230305518	-0.000428513	-0.338810218	-0.229877005	1	0.002711417	0.052230714	0.998272118	0.004869075	0.073221897
AT5G11380	322.9497877	0.005492755	-0.294597235	-0.28910448	-0.255551729	-0.039045506	-0.033552751	1	0.00442375	0.006311644	0.017289338	0.772156237	0.806079831
AT5G11390	385.4324731	-0.028783549	0.683659702	0.654876153	0.500525944	0.183133758	0.154350209	1	4.91E-08	2.59E-07	9.99E-05	0.217869532	0.315745407
AT5G11410	29.36658371	-0.204855116	1.467528213	1.262673097	1.10888679	0.358641423	0.153786307	1	1.83E-05	0.000276193	0.001419432	0.400525269	0.740452697
AT5G11420	1423.247358	0.158838737	0.070917683	0.22975642	0.341950322	-0.271032639	-0.112193902	1	0.659183601	0.12603956	0.023634734	0.08812489	0.524034444
AT5G11430	329.2881879	0.063206641	-0.733186212	-0.66997957	-0.521099516	-0.212086695	-0.148880054	1	1.74E-09	6.52E-08	3.88E-05	0.122705993	0.307305328
AT5G11450	1056.309924	-0.083172149	-1.500333647	-1.583505796	-1.09809873	-0.402234918	-0.485407066	1	3.62E-13	1.72E-14	2.52E-07	0.085745715	0.035439126
AT5G11460	68.22439543	-0.166056215	0.729039085	0.562982871	0.178728245	0.55031084	0.384254626	1	8.29E-05	0.003105127	0.372945167	0.006485893	0.071061476
AT5G11470	59.79677235	0.021133351	-0.781080558	-0.759947206	-0.51431476	-0.266765798	-0.245632446	1	5.98E-05	0.00014266	0.013057462	0.222086022	0.280499053
AT5G11480	871.4007796	-0.018980488	-0.955544981	-0.974525469	-0.475517895	-0.480027086	-0.499007574	1	4.00E-23	1.06E-23	2.71E-06	2.00E-06	9.02E-07
AT5G11490	1303.016435	-0.007229619	0.213494625	0.206265006	0.096058569	0.117436056	0.110206437	1	0.00125665	0.002178289	0.18406685	0.114224285	0.148772811
AT5G11500	1906.781313	0.136741605	0.272978755	0.409720361	0.374532944	-0.101554188	0.035187417	1	0.001415727	1.38E-06	1.44E-05	0.310868757	0.753102948
AT5G11510	284.4095955	0.049607942	0.281651222	0.331259164	-0.139418111	0.421069333	0.470677275	1	0.027557038	0.010536031	0.312121344	0.001340361	0.000412607
AT5G11520	1768.910804	-0.122975566	0.233098376	0.11012281	0.702086492	-0.468988116	-0.591963682	1	0.004829055	0.207800181	4.31E-18	2.31E-08	1.08E-12
AT5G11530	617.7648757	0.089731867	0.419521696	0.509253563	0.2789451	0.140576597	0.230308464	1	1.66E-06	1.01E-08	0.002112011	0.168072027	0.020503885
AT5G11540	61.51616295	-0.121690014	0.645728014	0.524038	0.738037578	-0.092309564	-0.213999578	1	0.001884451	0.014233883	0.000469428	0.745778767	0.416045987
AT5G11550	134.8089552	-0.06334392	0.599713287	0.536369367	-0.810039943	1.409753229	1.34640931	1	5.01E-05	0.00043834	1.10E-09	4.08E-23	3.79E-20
AT5G11560	3055.81333	0.041882701	0.092138484	0.134021185	0.250233838	-0.158095354	-0.116212653	1	0.261055676	0.094974028	0.001586786	0.062032795	0.188212022
AT5G11580	490.1828792	0.035706089	-0.18800276	-0.15229667	-0.247033592	0.059030833	0.094736922	1	0.042200046	0.112356591	0.007978263	0.59948458	0.38423892
AT5G11590	112.174326	-0.001926675	0.296551544	0.294624869	-0.744614877	1.041166421	1.039239746	1	0.206570695	0.217600559	0.00069409	3.10E-06	4.72E-06
AT5G11600	206.9139708	0.117355911	0.521034006	0.638389917	0.064994295	0.456039711	0.573395622	1	4.10E-05	9.81E-07	0.665794949	0.000746798	3.11E-05
AT5G11610	60.18450709	-0.136602331	0.010419169	-0.126183162	-0.593035771	0.603454941	0.466852609	1	0.978924014	0.744772275	0.096451441	0.102000255	0.222891066
AT5G11630	107.9482559	0.093746801	-0.37787057	-0.284123769	-0.596837116	0.218966546	0.312713347	1	0.027707317	0.114992332	0.000398173	0.246588446	0.096070964
AT5G11640	239.6796301	0.141371228	-0.16015428	-0.018783052	0.080080485	-0.240234765	-0.098863538	1	0.2303978	0.904581478	0.59588435	0.088216232	0.535664612
AT5G11650	1017.891901	-0.070869721	1.31625111	1.245381389	1.070206546	0.246044564	0.175174843	1	1.12E-21	2.23E-19	1.83E-14	0.125776512	0.298473483
AT5G11670	3209.376276	-0.234450483	-0.965303955	-1.199754438	-0.485818479	-0.479485476	-0.713935959	1	2.51E-13	6.53E-20	0.000487459	0.000701185	2.10E-07
AT5G11680	770.6687363	0.054324713	0.402794544	0.457119257	0.516792511	-0.113997967	-0.059673254	1	0.000606733	0.00010677	1.38E-05	0.42218591	0.694928189
AT5G11690	65.52289899	-0.210565445	-1.031326021	-1.241891465	-0.603898137	-0.427427883	-0.637993328	1	6.93E-07	2.23E-09	0.006835283	0.056692612	0.00335246
AT5G11700	1061.990387	0.036278439	0.260802298	0.297080736	0.397478627	-0.13667633	-0.100397891	1	0.000209205	2.95E-05	1.73E-08	0.087048883	0.233208437
AT5G11710	1993.86502	0.064823403	-0.239558585	-0.174735182	0.144767118	-0.384325703	-0.3195023	1	0.000207886	0.008507557	0.036837096	5.24E-09	2.11E-06
AT5G11720	668.3088465	0.078021017	0.328745616	0.406766633	0.280264318	0.048481298	0.126502315	1	1.63E-05	1.57E-07	0.000331065	0.624724769	0.16566102
AT5G11730	304.1901674	-0.199243896	0.900547571	0.701303676	0.534779218	0.365768354	0.166524458	1	4.55E-19	7.62E-12	1.03E-07	0.001162289	0.176816386
AT5G11740	3373.476435	-0.072794824	0.197242644	0.124447819	-0.143228601	0.340471245	0.26767642	1	0.115155385	0.338450279	0.288227704	0.007669309	0.041701452
AT5G11750	144.3568266	0.005182344	-0.856981165	-0.85179882	-0.923722913	0.066741748	0.071924093	1	1.06E-06	1.75E-06	1.90E-07	0.769778701	0.750534712
AT5G11760	315.9661811	-0.038947603	0.161129875	0.122182272	-0.211504512	0.372634387	0.333686784	1	0.175918995	0.323982733	0.074683337	0.001669144	0.006241368
AT5G11770	807.9470307	-0.020368166	0.114270355	0.093902189	0.285464163	-0.171193808	-0.191561974	1	0.274443671	0.381248986	0.004978295	0.121017367	0.082859389
AT5G11780	34.47970439	0.137446936	-0.436216442	-0.298769506	-0.117322715	-0.318893727	-0.181446791	1	0.132984901	0.331441705	0.734808427	0.327963138	0.610297359
AT5G11790	560.2925409	0.09358971	-1.069871361	-0.97628165	-1.316436268	0.246564907	0.340154618	1	2.70E-15	9.71E-13	2.79E-22	0.104584363	0.022250556
AT5G11800	221.1719499	-0.040990013	0.022779999	-0.018210013	0.026959981	-0.004179982	-0.045169995	1	0.883215113	0.911385897	0.875253454	0.981964384	0.800076836
AT5G11810	367.5245233	-0.00436589	-0.26021281	-0.2645787	0.179558646	-0.439771456	-0.444137346	1	0.003478209	0.003667536	0.063577953	1.90E-06	2.51E-06
AT5G11840	245.9053912	-0.191818441	-0.621485834	-0.813304275	-0.270194899	-0.351290935	-0.543109376	1	2.10E-07	9.95E-12	0.039019106	0.006363455	1.44E-05
AT5G11850	903.1931004	-0.019529004	0.34611126	0.326582255	0.510432576	-0.164321317	-0.183850321	1	1.28E-05	5.06E-05	1.46E-10	0.068428657	0.042443387
AT5G11860	299.9045478	-0.093374101	-0.149316784	-0.242690885	0.061484336	-0.21080112	-0.304175221	1	0.178793942	0.026236711	0.629672593	0.073464613	0.008383085
AT5G11880	1352.878567	0.103768545	-0.904774246	-0.801005701	-0.472300528	-0.432473719	-0.328705174	1	3.35E-27	3.02E-21	6.28E-08	8.27E-07	0.000284322
AT5G11890	394.5240916	-0.121096372	0.34439786	0.223301488	-0.188755084	0.533152944	0.412056572	1	0.00139004	0.045822084	0.094924427	1.09E-06	0.000267356
AT5G11900	384.9975999	0.094837867	-0.531021247	-0.43618338	-0.192477227	-0.33854402	-0.243706153	1	4.13E-05	0.000999605	0.185034744	0.015842229	0.098326619
AT5G11910	172.7324759	-0.063998737	0.119486022	0.055487285	-0.123140839	0.242626861	0.178628124	1	0.390488169	0.712142686	0.388377389	0.088453454	0.236015737
AT5G11920	61.47090833	-0.042639344	-0.124884241	-0.167523585	0.027740559	-0.1526248	-0.195264144	1	0.563352289	0.442697681	0.914021535	0.52788376	0.417308894
AT5G11950	290.2962525	-0.092153503	0.48211868	0.389965177	-0.096618987	0.578737666	0.486584164	1	7.60E-05	0.001795801	0.486074509	4.17E-06	0.000171183
AT5G11960	552.7353371	-0.003267163	0.398232191	0.394965028	0.268186122	0.130046069	0.126778906	1	1.39E-05	2.29E-05	0.004815394	0.22818644	0.250851169
AT5G11970	528.7353364	-0.042586713	1.249249201	1.206662488	0.321995998	0.927253203	0.884666489	1	3.95E-35	6.90E-32	0.00193028	7.97E-19	1.03E-16
AT5G11980	472.4756727	-0.07037528	-0.078734904	-0.149110184	0.094972669	-0.173707573	-0.244082853	1	0.488291466	0.175662375	0.425133391	0.137626257	0.033311995
AT5G12010	465.142328	0.015860483	0.559166826	0.575027309	0.393525621	0.165641205	0.181501689	1	0.007067723	0.005828217	0.074472148	0.509867093	0.46822928
AT5G12020	33.82142571	-0.168411455	3.057820725	2.88940927	1.698785384	1.359035341	1.190623886	1	6.00E-08	3.31E-07	0.004519696	0.029174321	0.060206461
AT5G12030	54.71943936	-0.276380381	4.307864126	4.031483745	2.263200106	2.04466402	1.768283639	1	9.08E-16	6.23E-14	3.93E-05	0.000399761	0.002562816
AT5G12040	456.9049822	-0.095780911	-0.103028756	-0.198809667	-0.037338587	-0.06569017	-0.161471081	1	0.219298298	0.014892544	0.698112104	0.497402769	0.070842611
AT5G12050	602.0086459	0.329292359	-0.250397279	0.078895081	-1.034222973	0.783825694	1.113118053	1	0.074172428	0.611939437	3.68E-15	5.93E-09	1.27E-16
AT5G12080	294.3486247	0.060666577	0.387985578	0.448652155	0.427838521	-0.039852943	0.020813634	1	0.002679931	0.000608157	0.001174098	0.821088353	0.909308031
AT5G12100	101.0476973	0.099286127	0.464887165	0.564173291	0.308870438	0.156016727	0.255302854	1	0.002647914	0.000406207	0.054288361	0.409148108	0.171261522
AT5G12110	256.5515616	0.211706638	0.298884982	0.51059162	0.362599076	-0.063714094	0.147992544	1	0.028578468	0.000185191	0.00908391	0.718114822	0.371116061
AT5G12120	982.7741544	0.106024354	0.116537576	0.222561929	0.17121324	-0.054675665	0.051348689	1	0.229015617	0.017991609	0.080986601	0.638399344	0.660692494
AT5G12130	533.8604832	-0.020790161	-0.61374439	-0.63453455	-0.288710435	-0.325033954	-0.345824115	1	6.88E-12	2.42E-12	0.002550396	0.000650483	0.000332248
AT5G12140	1587.007801	-0.050714676	0.960702957	0.909988281	0.589288284	0.371414673	0.320699997	1	7.15E-21	1.13E-18	2.09E-08	0.000872001	0.004824028
AT5G12150	2207.579184	-0.055458999	-0.305836302	-0.3612953	-0.148920058	-0.156916243	-0.212375242	1	2.21E-06	2.33E-08	0.032304206	0.02707557	0.002290896
AT5G12170	526.7282542	-0.152200134	0.057558174	-0.09464196	-0.639388094	0.696946268	0.544746134	1	0.712989074	0.5390861	2.82E-06	5.12E-07	0.000130468
AT5G12190	280.9665264	-0.029429208	-0.064043316	-0.093472524	-0.295746841	0.231703524	0.202274317	1	0.672160914	0.536690467	0.035168591	0.120796472	0.189899982
AT5G12200	544.5966667	-0.110068448	0.310706962	0.200638514	0.263082831	0.04762413	-0.062444318	1	0.003679445	0.07052742	0.017874644	0.734544123	0.646103417
AT5G12210	491.799389	-0.066955498	0.066921196	-3.43E-05	0.255278697	-0.1883575	-0.255312998	1	0.4876632	0.999889255	0.005122793	0.054501847	0.008261171
AT5G12220	181.0910205	0.206206443	-1.322764422	-1.116557979	-1.02588998	-0.296874442	-0.090667999	1	2.31E-22	1.59E-15	2.20E-13	0.040725711	0.59455405
AT5G12230	529.2338061	0.040330991	0.169457602	0.209788593	-0.235037944	0.404495546	0.444826537	1	0.239149588	0.143144703	0.105758939	0.004689621	0.001955241
AT5G12240	212.3752489	-0.094745683	-0.192461059	-0.287206742	-0.214173852	0.021712793	-0.07303289	1	0.095420554	0.012224793	0.069008486	0.886441322	0.602833386
AT5G12250	1541.968354	-0.043061676	0.142572628	0.099510952	-0.106920556	0.249493184	0.206431508	1	0.187541839	0.373872243	0.357709286	0.024311924	0.069535484
AT5G12260	176.0423079	-0.188231205	0.192536097	0.004304892	-0.049577888	0.242113985	0.05388278	1	0.126554392	0.977165292	0.731231514	0.070621295	0.732889698
AT5G12290	325.1250602	-0.002203738	-0.470339272	-0.47254301	0.018699249	-0.489038521	-0.491242259	1	1.22E-06	1.75E-06	0.886272952	1.42E-06	2.07E-06
AT5G12300	140.8253136	0.285447583	2.129651443	2.415099026	1.162467883	0.96718356	1.252631144	1	1.39E-32	1.35E-37	1.56E-11	7.14E-07	5.99E-10
AT5G12310	440.7477842	-0.048301837	0.535135832	0.486833994	0.122086326	0.413049506	0.364747668	1	3.77E-10	2.61E-08	0.190858984	5.10E-06	9.70E-05
AT5G12320	102.5210325	-0.167844297	-0.422884863	-0.59072916	-0.25651823	-0.166366633	-0.33421093	1	0.012199938	0.000418408	0.161055963	0.398462246	0.069834458
AT5G12330	34.57003309	0.330799613	0.591023002	0.921822616	0.924301293	-0.333278291	-0.002478678	1	0.023887807	0.000659614	0.000519179	0.292227924	0.995532489
AT5G12340	124.3190091	0.170266978	0.341616468	0.511883446	0.550066142	-0.208449675	-0.038182696	1	0.186174365	0.044920024	0.03447819	0.488502411	0.911767937
AT5G12350	908.5287505	0.075375751	0.466141752	0.541517503	0.349147329	0.116994423	0.192370174	1	1.84E-10	3.11E-13	2.88E-06	0.174794284	0.021767021
AT5G12360	25.78392515	0.138746472	-0.924284137	-0.785537665	-0.894954506	-0.029329631	0.109416841	1	0.001200007	0.00833882	0.002184257	0.937873252	0.761402526
AT5G12370	1420.929001	0.059347182	0.036580835	0.095928017	0.173398544	-0.136817709	-0.077470527	1	0.6260684	0.181467849	0.01358195	0.066167156	0.336988622
AT5G12390	78.57547102	-0.257115112	0.27965218	0.022537068	0.309288109	-0.029635928	-0.28675104	1	0.170880375	0.924010035	0.141653647	0.913673861	0.20970497
AT5G12400	411.201023	-0.006485732	-0.039011208	-0.045496939	0.330330246	-0.369341454	-0.375827186	1	0.735030542	0.699568044	0.001727196	0.000611744	0.000603934
AT5G12410	237.0092675	0.126931017	-0.517942689	-0.391011671	-0.385462289	-0.1324804	-0.005549383	1	0.000134168	0.00542761	0.006644809	0.411814165	0.977626445
AT5G12420	650.9703955	0.09454038	1.559392226	1.653932606	1.214499446	0.344892779	0.439433159	1	2.32E-48	2.12E-52	3.32E-30	0.004238686	0.000269007
AT5G12430	869.9839924	0.077942868	0.073249732	0.151192599	0.104912294	-0.031662563	0.046280305	1	0.334784807	0.040698854	0.174296472	0.733414849	0.609515609
AT5G12440	406.1913528	0.097072998	0.11424123	0.211314228	-0.225385844	0.339627075	0.436700072	1	0.367676624	0.087881746	0.068447575	0.006222272	0.000435678
AT5G12470	1111.633161	0.152055147	-0.584390752	-0.432335605	-0.245732207	-0.338658545	-0.186603398	1	3.50E-05	0.002707461	0.114054604	0.028190543	0.260461252
AT5G12480	446.1983197	-0.119292467	-0.210745997	-0.330038463	-0.155981563	-0.054764434	-0.1740569	1	0.077021728	0.004772483	0.222110675	0.713430405	0.187977204
AT5G12840	214.5207292	0.067535313	0.477168289	0.544703602	0.509251729	-0.032083441	0.035451872	1	0.000933524	0.000199134	0.000527497	0.874153252	0.860577285
AT5G12850	951.2163318	-0.153622965	0.830557113	0.676934148	0.528249926	0.302307187	0.148684222	1	2.28E-15	1.61E-10	9.03E-07	0.00931433	0.238627439
AT5G12860	1527.031127	-0.33739238	-1.406296336	-1.743688716	-1.06840834	-0.337887996	-0.675280376	1	3.25E-17	8.24E-26	4.16E-10	0.073561251	0.000143624
AT5G12870	73.70145401	0.095086522	2.320475499	2.415562021	1.691093773	0.629381726	0.724468248	1	1.56E-23	1.03E-23	4.28E-14	0.020945113	0.009441975
AT5G12880	118.6446255	-0.081769054	0.252914415	0.171145362	0.41299055	-0.160076135	-0.241845188	1	0.164949383	0.369458944	0.023883781	0.454245688	0.244105012
AT5G12890	263.2140559	0.027777478	0.291754948	0.319532426	0.331016873	-0.039261925	-0.011484447	1	0.037210948	0.024333283	0.020888103	0.833981032	0.954563112
AT5G12900	374.906546	-0.19197226	0.742193815	0.550221555	-0.097636932	0.839830747	0.647858487	1	3.35E-09	1.63E-05	0.501405587	6.36E-11	8.44E-07
AT5G12920	46.07903395	-0.024968444	-0.489694335	-0.514662779	-0.542279872	0.052585537	0.027617093	1	0.026937808	0.022993789	0.015451607	0.854443747	0.926656905
AT5G12930	167.0503767	-0.094022029	1.086070835	0.992048807	0.694401063	0.391669772	0.297647744	1	5.49E-13	9.71E-11	4.37E-06	0.022766516	0.098282719
AT5G12940	283.1517232	-0.02659023	-0.898327038	-0.924917268	-0.230386239	-0.667940799	-0.694531029	1	2.20E-08	1.04E-08	0.211283394	7.64E-05	4.33E-05
AT5G12950	636.6398624	-0.010983686	0.587211821	0.576228135	0.700195321	-0.1129835	-0.123967186	1	0.001426625	0.001872307	0.00019005	0.628751852	0.590950026
AT5G12960	81.85937532	-0.140938669	0.747319603	0.606380934	0.719744138	0.027575465	-0.113363204	1	0.000354559	0.004607811	0.00073924	0.926847595	0.683284619
AT5G12970	57.24171696	0.273589077	0.195615805	0.469204882	0.594415068	-0.398799262	-0.125210185	1	0.347600586	0.02384402	0.003537199	0.075640334	0.639739892
AT5G12980	126.2756316	-0.186888477	-1.204747414	-1.391635891	-0.49297531	-0.711772104	-0.898660581	1	5.45E-17	5.23E-22	0.001920181	1.20E-06	6.81E-10
AT5G13000	1908.930545	0.13254895	0.065898361	0.198447311	0.041193103	0.024705258	0.157254209	1	0.531761736	0.044539442	0.726134437	0.849179898	0.148635339
AT5G13010	1438.122438	0.064613438	0.159228026	0.223841464	0.491457389	-0.332229363	-0.267615925	1	0.024864212	0.001532445	1.13E-12	4.27E-06	0.000333311
AT5G13020	775.6625141	0.124117793	0.049951095	0.174068888	0.119667254	-0.069716159	0.054401634	1	0.60679084	0.056430425	0.214374977	0.514812855	0.625797627
AT5G13030	1309.495846	-0.0181092	-0.59923264	-0.617341841	-0.094448501	-0.504784139	-0.52289334	1	7.53E-20	1.28E-20	0.216492871	8.62E-14	1.78E-14
AT5G13050	182.1158332	-0.195429167	-0.05129064	-0.246719806	-0.144340808	0.093050168	-0.102378998	1	0.751724191	0.095738375	0.364225927	0.599228045	0.560089629
AT5G13060	180.0859565	0.113934629	-0.385172986	-0.271238357	-0.479473602	0.094300616	0.208235245	1	0.011362133	0.088579474	0.001756446	0.61258329	0.232282833
AT5G13070	271.4450008	0.000334023	-0.883054593	-0.88272057	-0.570035631	-0.313018962	-0.312684939	1	9.49E-15	2.50E-14	1.65E-06	0.010629595	0.012343097
AT5G13080	45.8043236	0.222703625	1.81812677	2.040830395	1.636095913	0.182030857	0.404734482	1	7.35E-14	1.55E-15	9.08E-12	0.586774151	0.209687956
AT5G13090	127.3525019	-0.199364775	0.50625001	0.306885235	0.599345785	-0.093095775	-0.29246055	1	0.001297364	0.060483768	0.000174074	0.654558792	0.112021439
AT5G13100	749.419777	-0.167025552	0.066926992	-0.10009856	0.765598201	-0.698671209	-0.865696761	1	0.608393439	0.43717026	7.03E-11	5.81E-09	3.29E-13
AT5G13110	1183.916794	-0.122969578	0.032459311	-0.090510267	-0.253527674	0.285986985	0.163017407	1	0.853302349	0.593357521	0.12038616	0.08548903	0.3593663
AT5G13120	1585.555487	0.097452545	-1.051546309	-0.954093764	-0.365615836	-0.685930474	-0.588477928	1	4.93E-20	1.42E-16	0.003076164	8.86E-09	1.17E-06
AT5G13140	569.0247522	-0.039902374	-0.586584283	-0.626486657	-0.828406482	0.241822199	0.201919825	1	0.00074478	0.000322933	2.09E-06	0.222045793	0.320892898
AT5G13150	53.68161251	0.099818842	-0.414605225	-0.314786383	0.211201389	-0.625806614	-0.525987772	1	0.104062665	0.237288063	0.469922318	0.020148561	0.060997122
AT5G13160	596.8011635	-0.04726753	0.308231187	0.260963657	0.356487732	-0.048256544	-0.095524075	1	0.009708662	0.031838292	0.003393099	0.75779118	0.513504043
AT5G13170	170.5864602	-0.400378348	5.149525232	4.749146885	4.623500495	0.526024738	0.12564639	1	5.72E-34	3.09E-29	3.85E-28	0.322685826	0.835061188
AT5G13180	1374.944329	0.284042351	1.289351028	1.57339338	0.446233756	0.843117273	1.127159624	1	4.01E-14	3.16E-20	0.014959879	2.58E-06	2.04E-10
AT5G13190	1012.993958	-0.211093455	0.096327399	-0.114766056	0.295222621	-0.198895221	-0.409988677	1	0.496534347	0.415880273	0.030518546	0.174351381	0.002732644
