geneID	baseMean	log2FC_Vs-VS	log2FC_vs-Vs	log2FC_vs-VS	log2FC_vs-vS	log2FC_vS-Vs	log2FC_vS-VS	padj_Vs-VS	padj_vs-Vs	padj_vs-VS	padj_vs-vS	padj_vS-Vs	padj_vS-VS
AT1G24350	277.7396964	-0.001500084	-0.040215274	-0.041715358	0.09266451	-0.132879784	-0.134379868	1	0.767786116	0.764725584	0.503436468	0.345582594	0.349583969
AT1G24360	1971.233596	0.039422764	-0.692370841	-0.652948076	-0.287514363	-0.404856478	-0.365433713	1	2.54E-18	3.02E-16	0.000661329	1.13E-06	1.51E-05
AT1G24400	37.58665519	0.035430199	-0.64104372	-0.605613521	-0.84527562	0.2042319	0.239662099	1	0.01244267	0.022020853	0.000882798	0.485080839	0.418680102
AT1G24430	88.7741058	0.10449549	1.638132874	1.742628364	-0.104402846	1.74253572	1.84703121	1	1.91E-14	4.22E-15	0.665525876	1.47E-15	3.59E-16
AT1G24440	231.9222965	0.159210999	1.146152516	1.305363514	0.727038971	0.419113544	0.578324543	1	5.27E-21	5.05E-25	1.80E-09	0.002224316	3.18E-05
AT1G24450	119.6245504	-0.109281379	0.832342286	0.723060906	0.131361703	0.700980583	0.591699204	1	6.32E-07	2.29E-05	0.485357995	7.74E-05	0.001228189
AT1G24460	847.5957311	-0.006647566	0.552223412	0.545575846	0.437987286	0.114236126	0.10758856	1	3.83E-14	2.00E-13	3.04E-09	0.190399522	0.229738233
AT1G24490	448.7569495	0.007773247	-0.750377282	-0.742604035	-0.575703623	-0.174673659	-0.166900412	1	1.44E-13	5.34E-13	3.46E-08	0.128598376	0.156963832
AT1G24510	2385.49653	-0.038167459	-0.053585778	-0.091753237	-0.074204007	0.020618228	-0.017549231	1	0.451897156	0.184163262	0.310274054	0.8136452	0.840319597
AT1G24530	1061.451795	-0.032376389	0.294142189	0.2617658	-0.069389733	0.363531922	0.331155533	1	0.000500841	0.002333279	0.476670682	3.13E-05	0.000200643
AT1G24560	572.1755472	0.170525855	0.339275788	0.509801644	0.491175251	-0.151899463	0.018626393	1	0.000752323	4.64E-07	1.24E-06	0.193700002	0.896505514
AT1G24577	37.95504645	-0.213444409	0.611695503	0.398251094	-0.391933678	1.003629181	0.790184771	1	0.02150526	0.149654107	0.137252058	0.000178417	0.004191683
AT1G24580	42.83353121	-0.402176268	2.580809576	2.178633308	1.656441627	0.924367948	0.522191681	1	2.90E-13	7.09E-10	2.05E-06	0.022095573	0.222568626
AT1G24600	26.31790916	0.068876762	3.039631161	3.108507923	1.674261691	1.36536947	1.434246231	1	2.14E-16	4.96E-16	1.08E-06	0.001003183	0.000817164
AT1G24610	318.7702557	-0.022446237	-0.457341433	-0.47978767	-0.113306294	-0.344035138	-0.366481376	1	1.24E-05	6.30E-06	0.351933285	0.002078297	0.001217505
AT1G24625	145.5195846	0.051865392	1.033711352	1.085576744	0.259900664	0.773810688	0.825676081	1	7.12E-13	2.94E-13	0.082856318	4.15E-07	1.61E-07
AT1G24706	998.3291449	-0.037167255	-0.041314996	-0.078482251	0.149956117	-0.191271112	-0.228438368	1	0.643740973	0.367975233	0.080790353	0.027676543	0.008235528
AT1G24764	572.2749546	0.068902544	0.844085397	0.912987941	0.494071169	0.350014228	0.418916772	1	1.76E-24	4.27E-27	2.56E-09	0.000111743	5.05E-06
AT1G24793	68.9164401	-0.037713784	-0.192859165	-0.23057295	-0.444846436	0.251987271	0.214273487	1	0.30734439	0.228593094	0.012472332	0.19941551	0.298938857
AT1G24800	295.9470047	0.092053925	0.672456774	0.764510699	0.332186919	0.340269855	0.43232378	1	3.79E-07	1.37E-08	0.016853524	0.020788067	0.003344096
AT1G24880	860.3060288	0.013291876	-0.397522756	-0.38423088	-0.215964091	-0.181558664	-0.168266789	1	0.000594368	0.001008011	0.084749406	0.165361188	0.207657274
AT1G24881	287.7405275	0.053120436	0.691523504	0.74464394	0.395010521	0.296512983	0.349633419	1	4.33E-09	6.05E-10	0.001112624	0.025498658	0.009113698
AT1G24909	56.14459278	-0.347097428	-0.513134914	-0.860232342	-0.012827243	-0.500307671	-0.847405099	1	0.014534324	2.48E-05	0.963688206	0.027180459	8.72E-05
AT1G25054	658.6317509	0.010859825	-0.405810212	-0.394950387	-0.25491368	-0.150896533	-0.140036708	1	2.56E-05	5.32E-05	0.012497183	0.169656228	0.213932638
AT1G25055	297.7661288	0.007659838	0.806510515	0.814170352	0.344206404	0.462304111	0.469963948	1	1.19E-12	2.24E-12	0.003253911	0.000171655	0.000190243
AT1G25083	49.19314387	-0.230984851	-0.52440468	-0.755389531	-0.40144263	-0.122962051	-0.353946902	1	0.013315255	0.000303775	0.072806557	0.63501058	0.125731897
AT1G25098	1405.473665	0.046903752	-0.608990069	-0.562086317	-0.343503273	-0.265486796	-0.218583044	1	1.98E-10	5.89E-09	0.000662565	0.011116347	0.042229625
AT1G25145	68.65700945	-0.405466443	-0.036334443	-0.441800885	-0.52374629	0.487411848	0.081945405	1	0.886617769	0.048486101	0.018562707	0.03752335	0.767779387
AT1G25150	293.84301	-0.008659483	0.757062385	0.748402902	0.291511512	0.465550873	0.45689139	1	3.17E-11	1.31E-10	0.014084037	0.000156254	0.000294559
AT1G25155	50.18332973	-0.228363342	-0.510732103	-0.739095445	-0.202847971	-0.307884132	-0.536247473	1	0.024601491	0.000968974	0.434914985	0.226769162	0.026764326
AT1G25175	645.986168	0.03975997	-0.338759462	-0.298999491	-0.105823495	-0.232935967	-0.193175997	1	0.001888053	0.007116219	0.397265027	0.050595584	0.116896409
AT1G25210	71.87727065	-0.121887338	-0.128977576	-0.250864914	-0.405168543	0.276190967	0.154303629	1	0.514901136	0.193277369	0.027388194	0.166596142	0.477026576
AT1G25211	322.1349641	0.098416128	0.565745358	0.664161486	0.295849425	0.269895933	0.368312061	1	9.63E-06	3.11E-07	0.028287541	0.06113538	0.009950814
AT1G25220	625.4279952	-0.095958618	-0.53633567	-0.632294288	-0.20521669	-0.33111898	-0.427077598	1	0.001832248	0.000226059	0.289310161	0.081170284	0.02163705
AT1G25230	1374.839133	-0.030935122	2.344303549	2.313368427	1.807504783	0.536798766	0.505863644	1	6.89E-63	1.08E-60	8.79E-38	0.000483753	0.00116591
AT1G25250	46.11040928	0.027336554	-0.549890216	-0.522553661	-0.876777336	0.32688712	0.354223674	1	0.069235773	0.090750903	0.003296737	0.327750211	0.294680829
AT1G25260	1014.327834	0.102250732	-0.486280398	-0.384029666	-0.378836999	-0.107443399	-0.005192667	1	2.63E-06	0.000274089	0.00042739	0.387539586	0.972791018
AT1G25275	864.8509461	-0.219766511	-0.082715858	-0.302482369	-0.081504243	-0.001211615	-0.220978126	1	0.585360558	0.030460448	0.618490246	0.994941679	0.152907232
AT1G25280	868.3166088	0.07590579	0.615660103	0.691565892	0.257549041	0.358111062	0.434016852	1	1.69E-13	3.32E-16	0.003259773	6.31E-05	1.38E-06
AT1G25290	150.0505094	0.086657599	0.086449437	0.173107036	0.124069223	-0.037619786	0.049037813	1	0.564986875	0.244521641	0.421874248	0.839476863	0.791360141
AT1G25320	165.7572038	-0.222473411	-0.100040024	-0.322513435	-0.712964702	0.612924678	0.390451267	1	0.644907857	0.110845802	0.00022134	0.002228224	0.063916166
AT1G25350	1383.349756	0.068264102	-0.461759452	-0.393495349	-0.323378419	-0.138381033	-0.07011693	1	2.26E-07	1.38E-05	0.000514942	0.177778982	0.530881345
AT1G25360	34.03478468	0.037755109	-0.23249489	-0.19473978	-0.78862423	0.556129341	0.59388445	1	0.409319166	0.509280677	0.001961568	0.040271145	0.033614317
AT1G25370	153.3008798	0.252221871	1.310395368	1.562617239	0.409597781	0.900797586	1.153019457	1	4.33E-13	5.86E-17	0.029919799	2.73E-06	4.19E-09
AT1G25375	151.7314062	-0.022029692	0.173894656	0.151864963	0.241776125	-0.067881469	-0.089911161	1	0.270697084	0.351187863	0.131726166	0.729853198	0.640358202
AT1G25380	384.6395073	0.143578492	-0.503236594	-0.359658102	-0.258111864	-0.245124731	-0.101546238	1	3.44E-08	0.000155325	0.008112917	0.013482087	0.367537636
AT1G25390	670.5304149	-0.144564085	0.090525103	-0.054038982	-0.101181926	0.191707029	0.047142944	1	0.328748248	0.57848278	0.289059969	0.041275791	0.666812172
AT1G25400	412.8980967	-0.235887803	0.068730466	-0.167157337	0.179483055	-0.110752589	-0.346640392	1	0.727183848	0.374910956	0.362661583	0.612508594	0.071637415
AT1G25420	312.7851887	-0.169228655	-0.008164225	-0.17739288	0.366156986	-0.374321211	-0.543549866	1	0.950715986	0.125745282	0.001402036	0.001572596	2.81E-06
AT1G25425	39.15726493	-0.096292134	1.237125746	1.140833612	0.139822681	1.097303065	1.001010931	1	6.08E-06	4.55E-05	0.650939704	0.000153851	0.000794064
AT1G25440	840.8021408	-0.112095312	-0.782307785	-0.894403097	-1.442895413	0.660587628	0.548492316	1	3.39E-06	1.04E-07	4.84E-18	0.00016091	0.002145901
AT1G25450	844.4631885	0.063319894	-0.108461962	-0.045142068	0.672592015	-0.781053977	-0.717734083	1	0.458534516	0.771523508	6.46E-07	8.94E-09	1.77E-07
AT1G25480	112.1010191	-0.035100918	-0.114634092	-0.149735011	-0.267629758	0.152995666	0.117894748	1	0.492693121	0.374306789	0.096156682	0.394251155	0.532943715
AT1G25490	1875.062095	-0.04120334	0.111166958	0.069963618	-0.070976679	0.182143637	0.140940297	1	0.181000852	0.420379972	0.43304185	0.033587208	0.112696977
AT1G25500	62.36550508	-0.321563136	0.723390719	0.401827583	0.222162114	0.501228606	0.17966547	1	0.002060226	0.098712887	0.38960606	0.054115739	0.536747658
AT1G25510	142.3889966	0.029425827	-1.08302957	-1.053603743	-0.482261243	-0.600768327	-0.5713425	1	3.39E-11	2.16E-10	0.00669121	0.000456603	0.001115994
AT1G25520	220.0547419	-0.232924959	-0.303668145	-0.536593104	-0.202930939	-0.100737207	-0.333662166	1	0.045717769	0.00028529	0.216474608	0.58400336	0.03953286
AT1G25530	126.3668806	0.025268657	1.222873912	1.248142569	1.166931667	0.055942245	0.081210901	1	4.78E-11	4.64E-11	4.55E-10	0.834338856	0.755453494
AT1G25540	624.7337559	0.091981459	0.100475378	0.192456836	0.172427744	-0.071952366	0.020029093	1	0.360421902	0.07104998	0.117880031	0.57153157	0.887403777
AT1G25550	1704.987361	-0.13952485	0.326024746	0.186499896	0.14933552	0.176689226	0.037164376	1	4.66E-05	0.024606919	0.085267444	0.046414641	0.72178683
AT1G25560	2461.453501	-0.012049675	0.875297149	0.863247475	-0.246245257	1.121542406	1.109492732	1	1.25E-05	1.74E-05	0.27914526	4.34E-08	6.63E-08
AT1G25570	462.6462521	-0.059763174	-0.213502875	-0.27326605	-0.305978948	0.092476073	0.032712899	1	0.035367878	0.007051723	0.002568752	0.433823152	0.802504389
AT1G25580	255.3759934	0.102456876	0.506009868	0.608466744	0.068816706	0.437193161	0.539650037	1	3.57E-05	1.16E-06	0.634692973	0.000795973	4.45E-05
AT1G25682	623.9599221	-0.070864707	0.125583191	0.054718484	0.280988134	-0.155404943	-0.22626965	1	0.26683467	0.65205683	0.011172017	0.20314355	0.05645139
AT1G25988	34.81651774	0.209261099	0.143087257	0.352348356	0.431138069	-0.288050812	-0.078789713	1	0.620336791	0.216563509	0.129563335	0.361986583	0.830703499
AT1G26090	210.1342075	0.090067093	-0.642727238	-0.552660146	-0.160550706	-0.482176533	-0.39210944	1	9.32E-08	8.39E-06	0.251002256	0.000146759	0.003155751
AT1G26100	44.14307083	0.106783861	-0.427054278	-0.320270416	-0.923864915	0.496810638	0.603594499	1	0.158416848	0.312358793	0.001451742	0.111916897	0.055214094
AT1G26110	1278.005343	-0.162442188	0.40569083	0.243248642	-0.276906556	0.682597386	0.520155198	1	0.000835118	0.052614803	0.030090198	2.53E-08	3.36E-05
AT1G26120	238.4688534	-0.044642554	0.285994075	0.241351521	0.366232855	-0.080238781	-0.124881335	1	0.034078268	0.081809398	0.007430908	0.637956764	0.447182034
AT1G26130	140.962776	-0.097344973	0.132179088	0.034834115	0.156502258	-0.024323171	-0.121668143	1	0.352887884	0.825581314	0.284893741	0.895724127	0.4607269
AT1G26150	124.3658823	-0.058467888	0.328531587	0.270063699	0.233204351	0.095327236	0.036859348	1	0.138980522	0.236571458	0.327627193	0.733151498	0.901138702
AT1G26160	326.7325801	-0.016968723	-0.484628522	-0.501597245	-0.106699126	-0.377929395	-0.394898119	1	7.47E-06	4.89E-06	0.401852351	0.001026275	0.000719954
AT1G26170	446.0381016	-0.062705945	-0.364344839	-0.427050784	-0.031034285	-0.333310554	-0.396016499	1	0.000522552	5.14E-05	0.817948374	0.002816844	0.000380737
AT1G26180	146.5574237	0.029981269	-0.209657891	-0.179676622	-0.207303384	-0.002354507	0.027626762	1	0.222259671	0.311342014	0.249087154	0.991486941	0.902703063
AT1G26190	257.1821926	0.08559807	0.503804481	0.589402552	0.272851926	0.230952555	0.316550626	1	2.19E-05	1.20E-06	0.028139387	0.088127449	0.019244941
AT1G26208	75.63091508	0.037744706	-0.142686342	-0.104941636	0.545275178	-0.68796152	-0.650216814	1	0.549393055	0.67531991	0.019214526	0.003468793	0.007016481
AT1G26210	110.0979587	-0.043878096	-0.404980051	-0.448858147	-0.208873407	-0.196106644	-0.23998474	1	0.017403658	0.009216781	0.267238337	0.314348079	0.21797072
AT1G26218	36.95285553	0.031755293	0.447493879	0.479249171	0.532066936	-0.084573057	-0.052817765	1	0.060475132	0.051232948	0.028312881	0.79302345	0.875232553
AT1G26220	258.4766998	-0.056992957	-0.829717493	-0.88671045	0.054244425	-0.883961918	-0.940954876	1	7.81E-17	1.59E-18	0.681154884	1.18E-17	2.48E-19
AT1G26230	395.9851856	-0.065201017	-0.890313628	-0.955514645	-0.814086325	-0.076227303	-0.14142832	1	1.45E-14	2.48E-16	4.32E-12	0.600239485	0.302502086
AT1G26260	49.7801507	0.107831861	-0.704777112	-0.596945251	-0.216763913	-0.488013199	-0.380181338	1	0.003486287	0.016933416	0.443302916	0.063594988	0.171651204
AT1G26270	1012.471399	0.002253269	0.756032395	0.758285664	0.127372844	0.628659551	0.63091282	1	2.03E-15	3.20E-15	0.237661099	1.90E-10	2.57E-10
AT1G26300	235.2286985	-0.005789706	0.211315181	0.205525474	0.032501615	0.178813566	0.17302386	1	0.099451351	0.117758299	0.833970028	0.208484415	0.236444336
AT1G26330	58.99158676	0.070346682	-0.374166156	-0.303819474	-0.356098927	-0.018067229	0.052279453	1	0.050070222	0.130876175	0.070915448	0.943339781	0.835695174
AT1G26340	239.1973475	0.135840193	-0.324148641	-0.188308448	-0.380936998	0.056788357	0.192628549	1	0.020399336	0.205326548	0.007228999	0.750596248	0.228496209
AT1G26370	381.902512	-0.058895883	0.147210862	0.088314979	0.220500481	-0.073289619	-0.132185502	1	0.123476447	0.382917436	0.021514517	0.520771906	0.225789449
AT1G26380	32.62849006	0.035909478	-0.305621353	-0.269711875	-0.051757776	-0.253863577	-0.217954099	1	0.495798151	0.556806872	0.923780198	0.62198137	0.675306186
AT1G26440	133.0247059	-0.173043349	0.496077809	0.32303446	0.175547022	0.320530787	0.147487438	1	0.000274691	0.022462122	0.23158004	0.034865251	0.379602327
AT1G26450	176.2878016	-0.048229724	1.834064684	1.785834961	0.349582966	1.484481719	1.436251995	1	1.31E-16	1.79E-15	0.145726827	1.11E-10	7.76E-10
AT1G26460	736.1834923	0.060511988	-0.514520767	-0.454008779	-0.358321711	-0.156199056	-0.095687068	1	9.14E-11	2.11E-08	1.33E-05	0.080446411	0.319781752
AT1G26470	157.8816668	-0.178482799	-0.019873083	-0.198355882	-0.409341281	0.389468198	0.210985399	1	0.912178623	0.227737188	0.008592484	0.016943628	0.230691847
AT1G26500	24.66385313	0.663929555	-0.221750109	0.442179446	-0.55482312	0.333073012	0.997002567	1	0.496144449	0.191733157	0.072849098	0.326412442	0.002696944
AT1G26520	86.61837534	0.287198111	-0.743496987	-0.456298876	-0.60754113	-0.135955857	0.151242254	1	8.00E-06	0.010706068	0.000428243	0.492996593	0.463894416
AT1G26540	53.85309426	0.289042726	-0.243686921	0.045355805	-0.58497232	0.341285399	0.630328125	1	0.274978458	0.863758072	0.005266118	0.134301088	0.005688439
AT1G26550	572.5350338	0.119045223	0.825696888	0.944742111	0.872628263	-0.046931374	0.072113848	1	2.77E-15	5.23E-19	1.26E-16	0.745472103	0.606155316
AT1G26560	356.0049534	-0.025956137	0.638523252	0.612567115	0.659403188	-0.020879936	-0.046836074	1	3.59E-06	1.15E-05	2.52E-06	0.915204976	0.803838742
AT1G26570	252.6317009	0.020943876	0.052265207	0.073209083	0.425386459	-0.373121252	-0.352177376	1	0.67208601	0.558453193	0.000171151	0.001704349	0.004051628
AT1G26580	687.724876	-0.019829785	-0.404379221	-0.424209007	-0.158727235	-0.245651986	-0.265481771	1	0.000315296	0.00017323	0.205379029	0.046124843	0.031698773
AT1G26620	372.7026718	0.04980564	0.609172595	0.658978235	0.446110459	0.163062135	0.212867775	1	8.45E-05	2.48E-05	0.005668088	0.383684224	0.247046108
AT1G26630	6070.757045	0.018552773	-0.131406247	-0.112853474	-0.090322575	-0.041083672	-0.022530899	1	0.063003741	0.115978817	0.237954547	0.635910993	0.802526146
AT1G26640	208.3344223	0.043440461	-0.322592916	-0.279152456	-0.105910385	-0.216682531	-0.173242071	1	0.005288832	0.019945963	0.424957548	0.090176757	0.199570764
AT1G26650	286.7010523	-0.014430285	0.139661673	0.125231388	-0.299940783	0.439602456	0.425172171	1	0.235706544	0.302693681	0.007252263	0.00011318	0.000275943
AT1G26660	97.88592524	-0.022616621	0.003374254	-0.019242368	-0.27588291	0.279257163	0.256640542	1	0.986733	0.927849601	0.130264175	0.145626066	0.197126804
AT1G26665	350.7158642	-0.088171551	1.120464102	1.032292551	0.501475695	0.618988407	0.530816855	1	3.26E-12	2.11E-10	0.002833381	0.000357448	0.002767972
AT1G26670	918.8174507	-0.055689308	0.962369883	0.906680574	0.549395661	0.412974222	0.357284914	1	5.73E-21	1.81E-18	1.59E-07	0.000198744	0.001650473
AT1G26690	254.1483783	0.038050944	0.934335885	0.972386829	0.504911537	0.429424348	0.467475292	1	4.76E-15	1.83E-15	2.70E-05	0.001115936	0.000514092
AT1G26730	232.1137968	-0.062984188	0.481497219	0.41851303	0.321160113	0.160337105	0.097352917	1	0.030645566	0.0644635	0.179381049	0.553799537	0.731201856
AT1G26740	193.6033272	-0.057543088	-0.324480858	-0.382023947	-0.247484578	-0.076996281	-0.134539369	1	0.033814912	0.012826426	0.127615179	0.687169581	0.458775614
AT1G26750	313.4788564	0.001472043	-0.896642093	-0.89517005	-0.4287291	-0.467912993	-0.46644095	1	6.02E-15	1.50E-14	0.000485424	0.000107722	0.000146539
AT1G26761	56.90688084	0.268340326	-1.857586428	-1.589246102	-0.140027308	-1.71755912	-1.449218794	1	4.47E-11	3.36E-08	0.708604547	3.78E-09	1.32E-06
AT1G26770	404.6363699	0.059331221	1.479456004	1.538787226	0.448883877	1.030572128	1.089903349	1	4.10E-15	5.66E-16	0.026083737	1.83E-07	4.27E-08
AT1G26790	41.23811455	0.244064539	-3.291520023	-3.047455485	-0.07954583	-3.211974194	-2.967909655	1	2.03E-17	6.94E-15	0.888894052	7.12E-16	1.73E-13
AT1G26800	25.00519124	0.169281028	1.689066415	1.858347443	0.588733445	1.100332969	1.269613998	1	1.75E-06	3.75E-07	0.10573763	0.004494559	0.00141677
AT1G26810	83.00083079	0.066151316	0.37937603	0.445527346	0.149543697	0.229832333	0.295983649	1	0.021213773	0.008767567	0.404103783	0.224290194	0.123502158
AT1G26820	341.8216218	-0.078306937	2.095632425	2.017325488	1.34746089	0.748171535	0.669864598	1	5.91E-27	1.00E-24	6.67E-12	0.000455789	0.00207364
AT1G26830	1676.882169	0.077175763	0.177064798	0.254240561	0.350964356	-0.173899558	-0.096723795	1	0.102215931	0.017135167	0.001059826	0.138741609	0.444706773
AT1G26840	63.59065914	0.32099345	-0.750430571	-0.429437121	-0.702777272	-0.047653299	0.27334015	1	4.87E-05	0.032646273	0.000197818	0.843451831	0.206024929
AT1G26850	4261.403688	0.038678952	0.142039228	0.180718181	0.015544688	0.12649454	0.165173492	1	0.007922951	0.000696749	0.816416803	0.027594039	0.003507532
AT1G26880	1725.447409	0.044123462	-1.140926476	-1.096803014	-0.65081235	-0.490114126	-0.445990664	1	1.81E-15	2.55E-14	1.40E-05	0.001530494	0.00441922
AT1G26900	72.60681103	0.096981269	-0.15703118	-0.060049911	-0.087939651	-0.069091529	0.027889741	1	0.426839517	0.782303398	0.688770294	0.7733191	0.91366464
AT1G26910	469.0472336	0.140518123	0.311151284	0.451669407	0.161047883	0.150103401	0.290621524	1	0.014120942	0.000355168	0.244894109	0.305042896	0.037018343
AT1G26920	450.7120306	0.23052435	1.589319053	1.819843403	0.77080627	0.818512783	1.049037133	1	1.51E-24	1.00E-30	1.20E-06	7.36E-07	2.62E-10
AT1G26930	85.24961924	0.146951991	0.821079768	0.968031759	1.191500992	-0.370421224	-0.223469233	1	8.88E-07	2.40E-08	3.03E-12	0.067057957	0.31614879
AT1G26940	124.4974852	0.038422106	-0.281178653	-0.242756547	-0.337366914	0.056188261	0.094610367	1	0.063985904	0.123945438	0.027916184	0.769819972	0.611838278
AT1G26945	37.64352956	0.232126709	-0.964006712	-0.731880002	0.255958079	-1.219964791	-0.987838082	1	0.000255638	0.007911626	0.431537563	1.31E-05	0.000762565
AT1G26960	132.1668193	0.070246002	0.110559978	0.180805981	-0.088644534	0.199204512	0.269450514	1	0.497816197	0.267770826	0.609891108	0.244621431	0.115864019
AT1G27000	875.2018523	-0.065674636	0.200786579	0.135111943	0.226220887	-0.025434308	-0.091108944	1	0.018406387	0.126557075	0.009372769	0.82298797	0.367934108
AT1G27020	1921.461918	-0.336730271	0.28229595	-0.054434321	-0.768691959	1.050987909	0.714257638	1	0.071108423	0.755337475	3.54E-07	2.76E-12	3.68E-06
AT1G27030	784.9105091	0.037936684	1.902174283	1.940110967	0.699593906	1.202580377	1.240517061	1	8.70E-100	2.14E-99	1.16E-15	2.20E-38	3.83E-39
AT1G27050	143.9651832	0.034005166	-1.269249206	-1.23524404	-0.718639935	-0.55060927	-0.516604105	1	5.88E-18	1.54E-16	4.16E-06	0.000279336	0.00090791
AT1G27060	47.30207952	0.261922816	-1.069207057	-0.80728424	-0.434490371	-0.634716686	-0.37279387	1	1.03E-07	0.000146171	0.055614847	0.002477503	0.109926147
AT1G27070	201.9959153	0.063650018	0.372417935	0.436067953	0.065167876	0.307250059	0.370900076	1	0.001526981	0.000300801	0.634259554	0.01598751	0.004294792
AT1G27090	288.8634892	-0.212443024	-0.489861917	-0.70230494	-0.05699897	-0.432862946	-0.64530597	1	0.001829383	6.09E-06	0.773305096	0.009924564	7.65E-05
AT1G27100	1894.545903	-0.265941166	0.062458193	-0.203482974	0.085678776	-0.023220583	-0.289161749	1	0.710884494	0.195828016	0.63251043	0.909294472	0.07919848
AT1G27110	45.16514155	-0.067257848	0.101863003	0.034605155	0.446925428	-0.345062425	-0.412320273	1	0.685887565	0.900168007	0.065104725	0.19154707	0.119419537
AT1G27120	103.1914565	0.061884362	-1.057254894	-0.995370532	-0.40221754	-0.655037354	-0.593152992	1	5.61E-13	4.09E-11	0.014178512	1.46E-05	0.000160216
AT1G27130	704.9490961	0.054665187	-0.652428967	-0.59776378	-0.392515708	-0.259913259	-0.205248072	1	2.05E-08	3.78E-07	0.001380647	0.044073367	0.125292383
AT1G27140	48.8395274	-0.012194177	-2.593908227	-2.606102404	-1.356902143	-1.237006084	-1.249200261	1	2.35E-22	3.89E-22	3.12E-06	5.75E-07	6.41E-07
AT1G27150	380.9348727	-0.014594969	0.278523837	0.263928868	0.6170303	-0.338506463	-0.353101432	1	0.010819018	0.017977444	1.25E-08	0.003980073	0.003041834
AT1G27170	153.9791928	-0.212982787	0.731169234	0.518186447	0.69511521	0.036054023	-0.176928764	1	2.17E-07	0.000324167	1.04E-06	0.859798304	0.315577394
AT1G27180	246.2363418	-0.02054716	-0.230654253	-0.251201413	-0.120103765	-0.110550488	-0.131097648	1	0.056314095	0.040529656	0.368347265	0.432821304	0.353745379
AT1G27190	436.868662	0.127679376	0.394574845	0.522254221	0.250507016	0.144067829	0.271747205	1	8.92E-06	8.84E-09	0.006528874	0.164154236	0.006864612
AT1G27200	629.7075278	-0.132930263	1.513216336	1.380286073	1.051989783	0.461226553	0.32829629	1	1.37E-48	5.41E-40	1.38E-24	4.90E-05	0.005399032
AT1G27210	439.4342618	0.233258589	-0.971483221	-0.738224632	-0.323147509	-0.648335712	-0.415077123	1	9.24E-15	8.56E-09	0.018831057	6.85E-07	0.002556696
AT1G27290	1092.604908	-0.069087555	1.538283597	1.469196041	0.845647626	0.692635971	0.623548416	1	3.09E-40	2.09E-36	6.07E-13	1.61E-08	5.26E-07
AT1G27300	289.7541707	-0.118264377	1.21994139	1.101677013	0.67905822	0.54088317	0.422618793	1	1.70E-14	7.21E-12	2.96E-05	0.001957971	0.019334742
AT1G27310	1086.280578	-0.011870202	0.084393104	0.072522902	0.064248997	0.020144107	0.008273905	1	0.392162962	0.471819384	0.548116289	0.872168547	0.949945831
AT1G27320	1587.413633	-0.102707472	1.068218854	0.965511382	0.384478008	0.683740846	0.581033374	1	7.07E-44	1.37E-35	1.14E-06	8.88E-18	6.66E-13
AT1G27330	725.8638747	-0.013020545	0.067654975	0.05463443	0.052359637	0.015295338	0.002274793	1	0.490202127	0.590228111	0.623750187	0.901706966	0.986599211
AT1G27340	561.1398215	0.036089674	-0.188006083	-0.15191641	-0.159032802	-0.028973281	0.007116392	1	0.034674199	0.099131602	0.088673127	0.803368677	0.955107434
AT1G27350	861.2617562	0.107417343	0.623282015	0.730699358	0.302584986	0.320697029	0.428114372	1	5.94E-13	8.20E-17	0.000783922	0.000627781	4.65E-06
AT1G27360	85.33694882	-0.10110778	-0.923673777	-1.024781558	-0.307516952	-0.616156826	-0.717264606	1	2.08E-07	1.15E-08	0.130898652	0.001017128	0.000137655
AT1G27370	121.314446	0.007163696	-1.831697052	-1.824533356	-0.550072756	-1.281624296	-1.2744606	1	4.01E-34	6.59E-33	0.001439486	4.34E-18	2.47E-17
AT1G27380	25.0757866	-0.308279641	0.163311647	-0.144967994	-0.13118149	0.294493138	-0.013786504	1	0.630936455	0.675643143	0.71687351	0.416814161	0.974714794
AT1G27385	411.1334125	0.016822434	-0.851948473	-0.835126038	-0.353963315	-0.497985157	-0.481162723	1	1.77E-18	2.51E-17	0.000715099	8.16E-07	2.98E-06
AT1G27390	565.7158315	-0.026098266	-0.770317326	-0.796415593	-0.59797456	-0.172342767	-0.198441033	1	7.47E-22	1.15E-22	3.00E-13	0.052364277	0.026218741
AT1G27400	1728.179876	0.192517011	-1.061069891	-0.86855288	-0.420053559	-0.641016332	-0.448499321	1	1.90E-16	2.48E-11	0.002337765	2.17E-06	0.001358332
AT1G27410	27.22128881	-0.008519647	-1.318511009	-1.327030657	-0.949723892	-0.368787117	-0.377306765	1	5.39E-06	6.97E-06	0.001978783	0.24340234	0.243154735
AT1G27430	1112.711568	0.008153371	0.870042398	0.878195769	0.315871784	0.554170615	0.562323986	1	4.74E-39	1.91E-38	3.11E-06	1.46E-15	1.77E-15
AT1G27435	233.9326586	0.145577641	-0.674620316	-0.529042675	-0.343727413	-0.330892903	-0.185315262	1	3.30E-06	0.000396303	0.028220892	0.037506957	0.284777035
AT1G27440	173.9527386	0.138969216	0.704492974	0.84346219	0.551887673	0.152605301	0.291574517	1	0.000179299	9.41E-06	0.004531259	0.515108545	0.191100734
AT1G27450	1724.337514	0.050069136	-0.440617879	-0.390548743	-0.18866912	-0.251948759	-0.201879622	1	1.69E-05	0.000162193	0.092927375	0.024297584	0.079856327
