gene	SRR1192255	SRR1192256	SRR1192257	SRR1192258	SRR1192259	SRR1192260
AT2G46340	3778	4391	5695	5547	6944	6447
AT2G46360	0	0	0	0	0	0
AT2G46370	1157	1224	1478	1143	1350	1175
AT2G46375	0	2	0	0	0	0
AT2G46380	173	140	159	98	97	111
AT2G46390	194	126	120	120	134	115
AT2G46400	19	12	21	20	44	39
AT2G46410	5	9	10	8	10	11
AT2G46420	316	297	381	282	284	296
AT2G46430	90	217	307	201	254	345
AT2G46440	317	727	861	443	586	705
AT2G46450	1070	1163	1308	1710	1994	1694
AT2G46455	8	6	10	8	7	11
AT2G46460	0	0	0	0	0	0
AT2G46470	406	419	496	299	319	320
AT2G46480	4	3	1	4	3	0
AT2G46490	204	213	200	188	178	151
AT2G46493	0	0	0	0	0	0
AT2G46494	1	0	0	0	0	1
AT2G46495	0	0	0	0	0	0
AT2G46500	923	916	1062	936	1068	922
AT2G46505	802	740	507	585	594	589
AT2G46510	652	660	809	551	711	588
AT2G46520	1045	1061	1283	851	1074	987
AT2G46530	592	649	755	385	485	492
AT2G46535	71	73	48	43	50	45
AT2G46540	321	308	396	297	294	261
AT2G46550	1427	1601	1891	1702	2234	2169
AT2G46560	1871	2292	2836	2146	2929	2816
AT2G46567	0	0	0	0	0	0
AT2G46570	80	95	95	45	61	49
AT2G46572	105	144	144	103	154	157
AT2G46580	282	304	305	224	266	229
AT2G46590	173	165	169	153	176	127
AT2G46600	561	676	528	673	928	623
AT2G46610	139	205	150	212	255	244
AT2G46620	152	185	191	182	205	205
AT2G46630	190	318	225	148	193	187
AT2G46640	89	141	63	121	98	100
AT2G46650	499	459	636	337	306	301
AT2G46660	109	144	157	96	152	108
AT2G46670	14	52	2	16	26	12
AT2G46680	50	77	86	147	157	158
AT2G46685	0	2	0	1	1	0
AT2G46690	147	177	167	274	354	283
AT2G46700	259	283	299	296	391	343
AT2G46710	1862	1998	2287	1286	1683	1618
AT2G46720	195	202	189	100	163	124
AT2G46735	138	177	181	182	159	143
AT2G46740	0	0	0	0	0	0
AT2G46750	0	0	0	0	0	0
AT2G46760	16	32	25	18	13	16
AT2G46765	0	0	0	0	0	0
AT2G46770	0	0	0	0	0	0
AT2G46780	238	221	205	189	182	207
AT2G46790	804	868	942	1937	2437	2108
AT2G46800	344	447	515	453	510	435
AT2G46810	478	534	385	352	404	349
AT2G46820	34383	33123	33033	38548	43396	38697
AT2G46830	452	474	485	1027	1569	961
AT2G46840	2	4	5	1	0	0
AT2G46850	0	0	0	0	1	0
AT2G46860	0	0	0	0	0	0
AT2G46870	388	439	442	601	788	692
AT2G46880	0	0	0	0	0	0
AT2G46890	119	131	129	63	66	76
AT2G46900	583	629	725	519	630	580
AT2G46910	1010	990	1063	801	863	700
AT2G46915	825	768	934	1103	1349	1151
AT2G46920	474	526	562	454	559	494
AT2G46930	224	239	288	239	248	211
AT2G46940	3	0	5	8	6	9
AT2G46950	0	9	8	4	5	3
AT2G46960	0	0	0	0	0	0
AT2G46970	19	29	24	15	15	10
AT2G46980	228	281	215	116	171	164
AT2G46990	2	3	2	0	1	3
AT2G46995	0	0	0	0	0	0
AT2G47000	98	78	115	99	161	133
AT2G47010	19	25	13	16	12	15
AT2G47015	0	2	0	1	1	0
AT2G47020	163	150	139	186	241	220
AT2G47030	0	0	0	0	0	0
AT2G47040	0	0	0	0	0	0
AT2G47050	5	4	1	2	1	0
AT2G47060	392	438	461	432	511	461
AT2G47070	3207	3338	4092	2932	3522	3208
AT2G47090	310	320	348	230	314	267
AT2G47110	4620	3330	2870	2384	2395	1718
AT2G47115	0	0	0	0	0	0
AT2G47120	0	0	0	0	0	0
AT2G47130	1	18	7	3	11	3
AT2G47140	3	2	2	6	1	3
AT2G47150	0	0	1	0	0	0
AT2G47160	391	469	519	586	531	508
AT2G47170	2802	2356	2796	2155	2397	1932
AT2G47180	27	31	37	38	17	34
AT2G47190	1	0	0	1	4	0
AT2G47200	0	1	0	0	0	0
AT2G47210	458	543	505	430	498	443
AT2G47220	267	253	315	477	664	613
AT2G47230	149	122	99	98	98	69
AT2G47240	2338	1867	1780	1086	1633	1192
AT2G47245	0	0	0	0	0	1
AT2G47250	1234	1355	1481	1690	1879	1617
AT2G47260	127	122	91	74	98	64
AT2G47270	9	9	16	13	9	6
AT2G47275	0	0	0	0	0	0
AT2G47280	0	0	0	0	0	0
AT2G47300	64	57	56	38	42	42
AT2G47310	138	166	160	128	155	147
AT2G47320	783	662	795	479	508	483
AT2G47330	618	740	847	565	655	631
AT2G47340	0	0	0	0	0	0
AT2G47350	298	322	369	414	563	552
AT2G47360	12	11	10	4	8	5
AT2G47370	120	114	168	187	196	172
AT2G47380	670	661	695	570	615	511
AT2G47390	4491	5003	5974	4170	4935	5041
AT2G47400	9221	9968	7909	7121	10205	8191
AT2G47410	1061	1214	1407	1098	1493	1398
AT2G47420	305	256	195	194	192	138
AT2G47430	0	0	0	0	0	0
AT2G47440	751	984	819	1187	758	963
AT2G47450	5028	6582	5751	5209	7503	6697
AT2G47460	3	10	6	3	5	3
AT2G47470	2533	2483	2367	1917	2376	1914
AT2G47480	7	12	5	9	8	5
AT2G47485	18	17	15	22	19	17
AT2G47490	207	220	252	314	353	294
AT2G47500	832	822	798	612	730	634
AT2G47510	1626	1664	1760	1112	1273	1067
AT2G47520	4	0	1	3	0	1
AT2G47530	0	0	0	0	0	0
AT2G47540	0	0	0	0	0	0
AT2G47550	0	0	0	0	0	0
AT2G47560	5	17	8	16	21	17
AT2G47570	0	0	1	0	0	0
AT2G47580	602	457	470	401	430	323
AT2G47585	0	0	0	0	0	0
AT2G47590	2839	2894	2666	2346	2571	2320
AT2G47600	406	447	629	653	651	674
AT2G47610	4053	3386	2628	1961	2211	1565
AT2G47620	298	311	306	239	333	259
AT2G47630	280	250	276	138	188	109
AT2G47640	364	305	253	216	241	194
AT2G47650	500	526	554	565	668	569
AT2G47670	2	5	3	3	3	5
AT2G47680	59	49	54	42	68	58
AT2G47690	608	623	639	413	524	484
AT2G47700	339	412	454	317	404	341
AT2G47710	974	793	951	891	865	823
AT2G47720	0	0	0	0	0	0
AT2G47730	1266	1289	1376	1115	1245	1013
AT2G47740	0	0	0	0	0	0
AT2G47750	510	570	650	391	521	394
AT2G47760	184	205	260	310	354	312
AT2G47770	0	0	0	0	0	0
AT2G47780	5	6	8	2	5	1
AT2G47790	294	267	262	223	252	185
AT2G47800	127	124	154	156	149	131
AT2G47810	0	0	0	0	0	0
AT2G47820	84	112	92	74	92	70
AT2G47830	151	172	175	140	243	205
AT2G47840	470	429	351	309	350	298
AT2G47844	2	2	3	1	1	1
AT2G47850	280	371	454	337	373	433
AT2G47860	28	46	29	22	31	27
AT2G47870	8	3	7	3	8	5
AT2G47880	64	47	49	10	46	40
AT2G47885	0	2	0	0	1	0
AT2G47890	281	315	468	334	441	494
AT2G47895	3	1	1	2	2	4
AT2G47900	694	760	790	606	788	722
AT2G47910	610	633	715	508	539	469
AT2G47920	35	37	30	27	22	21
AT2G47930	234	203	214	120	125	120
AT2G47935	23	25	35	20	19	14
AT2G47940	5899	6498	6465	7627	8901	8165
AT2G47950	0	1	0	0	1	0
AT2G47960	451	547	582	627	686	623
AT2G47970	376	452	465	363	495	457
AT2G47980	992	1158	1347	876	1089	1018
AT2G47990	320	327	247	154	261	160
AT2G48000	256	304	318	432	565	525
AT2G48010	67	54	71	89	85	82
AT2G48020	769	1000	1285	1059	1278	905
AT2G48030	109	181	189	149	130	128
AT2G48060	1653	1912	2229	1700	2156	2154
AT2G48070	1024	1177	1106	845	982	930
AT2G48075	23	26	13	21	13	10
AT2G48080	0	2	0	1	3	3
AT2G48090	5	6	7	2	3	1
AT2G48100	396	438	446	307	473	335
AT2G48110	193	275	273	246	314	284
AT2G48120	853	702	541	479	606	461
AT2G48121	1	1	3	0	0	4
AT2G48130	0	0	0	0	0	0
AT2G48140	0	0	0	0	0	0
AT2G48150	2	1	2	2	2	2
AT2G48160	2052	2560	2679	2587	3244	3078
AT3G00970	0	0	0	0	0	0
AT3G00975	0	0	0	0	0	0
AT3G00980	0	0	0	0	0	0
AT3G00985	0	0	0	0	0	0
AT3G00995	0	1	0	0	0	0
AT3G01005	1	2	1	1	0	0
AT3G01010	1	0	0	0	0	0
AT3G01015	7	5	6	3	3	5
AT3G01020	0	0	0	0	0	0
AT3G01025	0	0	0	0	0	0
AT3G01030	0	1	1	0	0	0
AT3G01035	1	3	1	1	2	1
AT3G01040	464	501	590	526	595	543
AT3G01045	4	1	2	1	5	4
AT3G01050	392	350	359	425	438	355
AT3G01055	0	0	0	0	0	0
AT3G01060	1471	1536	1567	1505	1615	1247
AT3G01065	8	8	12	17	15	20
AT3G01070	7	5	8	2	10	8
AT3G01075	0	0	0	0	0	0
AT3G01080	13	32	37	27	18	13
AT3G01085	0	1	0	0	0	0
AT3G01090	1157	1299	1234	1049	1284	1127
AT3G01095	0	0	0	0	0	0
AT3G01100	365	399	541	470	542	541
AT3G01105	0	0	0	0	0	0
AT3G01115	0	1	1	0	0	0
AT3G01120	2327	2369	3158	1933	2093	1590
AT3G01125	0	0	0	0	0	0
AT3G01130	395	350	337	232	296	223
AT3G01135	0	0	0	0	0	0
AT3G01140	61	36	26	29	37	19
AT3G01142	90	83	108	121	117	116
AT3G01145	0	0	0	0	0	0
AT3G01150	452	441	514	749	922	823
AT3G01155	0	0	0	0	0	0
AT3G01160	755	658	640	478	628	490
AT3G01165	0	0	0	0	0	0
AT3G01170	152	195	257	251	274	283
AT3G01175	4	0	1	2	4	0
AT3G01180	997	1125	1244	1165	1559	1350
AT3G01185	0	0	0	0	0	0
AT3G01190	0	0	0	0	0	0
AT3G01195	0	0	0	0	0	0
AT3G01200	363	430	463	362	415	367
AT3G01202	2	1	4	4	3	3
AT3G01205	33	53	113	108	117	83
AT3G01210	175	187	214	171	168	142
AT3G01215	0	0	0	0	0	0
AT3G01220	1	4	0	14	6	1
AT3G01225	0	0	0	0	0	0
AT3G01230	0	0	0	0	0	0
AT3G01235	0	1	1	0	0	1
AT3G01240	0	0	0	0	0	0
AT3G01250	0	0	0	0	0	0
AT3G01255	0	0	0	0	0	0
AT3G01260	0	1	0	1	2	0
AT3G01270	0	0	0	0	1	0
AT3G01275	0	0	0	0	0	0
AT3G01280	2329	2315	2558	1687	2043	1685
AT3G01285	0	0	0	0	0	0
AT3G01290	58	154	171	261	315	236
AT3G01295	0	0	0	0	0	0
AT3G01300	212	215	213	192	222	217
AT3G01305	0	0	0	0	0	0
AT3G01310	4276	5057	5670	4727	5886	6080
AT3G01311	0	0	0	0	0	0
AT3G01313	0	0	0	0	0	0
AT3G01315	0	0	0	0	0	0
AT3G01316	0	0	0	0	0	0
AT3G01319	0	0	0	0	0	0
AT3G01320	1121	1120	1218	1038	1231	1099
AT3G01322	0	0	0	0	0	0
AT3G01323	0	0	0	0	0	0
AT3G01324	0	0	0	0	0	0
AT3G01325	0	0	0	0	0	0
AT3G01326	0	0	0	0	0	0
AT3G01327	0	0	0	0	0	0
AT3G01328	0	0	0	0	0	0
AT3G01329	0	0	0	0	1	0
AT3G01330	85	85	77	57	82	60
AT3G01331	0	0	0	0	0	0
AT3G01340	652	709	767	560	650	570
AT3G01345	0	1	1	2	2	4
AT3G01350	31	51	49	60	84	56
AT3G01360	219	181	277	222	276	219
AT3G01365	1	0	0	0	0	1
AT3G01370	3605	4035	4027	2966	3832	3315
AT3G01375	0	0	0	0	0	0
AT3G01380	416	431	526	436	489	445
AT3G01385	0	0	0	0	0	0
AT3G01390	3591	3386	3024	2841	3078	2619
AT3G01395	0	0	0	0	0	0
AT3G01400	177	224	223	180	234	200
AT3G01410	64	67	80	51	56	34
AT3G01415	0	0	0	0	0	0
AT3G01420	0	0	0	0	0	0
AT3G01425	10	2	0	0	5	4
AT3G01430	19	31	51	22	21	28
AT3G01435	144	123	129	115	117	110
AT3G01440	1012	1000	1029	739	804	741
AT3G01445	0	0	0	0	0	0
AT3G01450	137	147	131	80	115	88
AT3G01460	864	962	1222	863	1034	1018
AT3G01470	457	483	499	611	664	592
AT3G01475	3	2	7	4	5	2
AT3G01480	9320	10161	10306	11250	12962	12196
AT3G01485	13	19	31	24	14	15
AT3G01490	640	795	779	608	842	721
AT3G01495	5	1	0	3	0	1
AT3G01500	57058	60806	75705	55279	58427	50672
AT3G01505	64	49	123	38	56	27
AT3G01510	939	1021	1152	1231	1429	1320
AT3G01513	0	1	0	0	0	0
AT3G01515	1	1	2	0	4	1
AT3G01516	0	2	0	0	0	0
AT3G01520	542	578	654	498	539	507
AT3G01525	0	0	0	0	1	0
AT3G01530	0	0	0	0	0	0
AT3G01535	0	0	0	0	0	0
AT3G01540	2131	2431	2447	3174	3990	3764
AT3G01545	2	0	5	1	1	5
AT3G01550	520	469	581	392	485	341
AT3G01555	5	0	0	1	2	0
AT3G01560	231	340	343	258	358	302
AT3G01565	0	1	0	0	0	3
AT3G01570	4	7	3	9	15	16
AT3G01572	0	0	0	0	0	0
AT3G01575	0	0	0	0	0	0
AT3G01580	34	29	53	77	97	84
AT3G01585	0	1	0	0	0	0
AT3G01590	443	438	431	400	562	436
AT3G01595	0	0	0	0	0	0
AT3G01600	4	6	3	13	13	1
AT3G01605	0	0	0	0	1	0
AT3G01610	174	239	199	165	216	187
AT3G01615	0	0	0	0	0	0
AT3G01620	2	1	2	2	4	0
AT3G01625	0	0	0	0	0	0
AT3G01630	0	4	0	1	1	5
AT3G01635	0	0	0	1	0	0
AT3G01640	208	223	233	178	211	205
AT3G01645	0	0	0	0	0	0
AT3G01650	200	212	193	222	186	149
AT3G01655	0	0	0	0	0	0
AT3G01660	222	239	312	223	228	262
AT3G01665	0	0	0	0	0	0
AT3G01670	631	1022	795	457	556	540
AT3G01675	4	6	2	2	0	0
AT3G01680	895	1140	966	641	831	818
AT3G01690	1489	1894	1752	2158	2969	2776
AT3G01695	6002	2280	1552	3090	1735	2435
AT3G01700	0	0	0	0	0	1
AT3G01710	81	65	63	34	45	38
AT3G01715	2730	1079	1556	734	2792	962
AT3G01720	368	409	434	445	536	570
AT3G01730	0	0	0	0	0	0
AT3G01735	0	0	0	0	0	0
AT3G01740	262	251	314	161	207	163
AT3G01745	0	0	0	0	0	0
AT3G01750	86	135	104	70	93	105
AT3G01755	1	0	0	0	0	0
AT3G01760	0	0	0	0	0	0
AT3G01765	0	0	0	0	0	0
AT3G01770	450	532	515	414	572	451
AT3G01775	0	0	0	0	0	0
AT3G01780	1144	1435	1254	1024	1306	1317
AT3G01785	0	0	0	0	0	0
AT3G01790	399	367	322	268	286	218
AT3G01795	1	5	2	0	1	1
AT3G01800	157	141	125	108	142	120
AT3G01805	0	0	0	0	0	0
AT3G01810	1088	1099	1318	1073	1283	1185
AT3G01815	0	0	0	0	0	0
AT3G01820	152	153	191	91	132	128
AT3G01830	1	0	0	5	4	1
AT3G01835	3	8	6	4	4	1
AT3G01840	1	2	2	5	1	1
AT3G01845	4	7	3	1	1	2
AT3G01850	185	166	251	215	228	201
AT3G01855	0	0	0	0	0	0
AT3G01860	494	512	446	413	511	471
AT3G01865	0	0	0	1	1	1
AT3G01870	0	0	1	0	0	0
AT3G01880	3	0	2	0	0	1
AT3G01885	0	0	0	0	0	0
AT3G01890	100	124	131	98	131	124
AT3G01895	0	0	2	0	0	1
AT3G01900	0	2	0	0	0	0
AT3G01905	0	1	0	0	0	0
AT3G01910	1497	1625	1698	1344	1618	1526
AT3G01915	0	0	0	0	0	0
AT3G01920	528	616	581	450	489	466
AT3G01925	0	0	0	0	0	0
AT3G01930	51	67	63	40	81	46
AT3G01935	0	1	0	0	2	0
AT3G01940	9	9	5	1	0	3
AT3G01945	0	0	0	0	1	0
AT3G01950	29	51	15	22	28	21
AT3G01960	109	105	108	76	92	72
AT3G01961	0	0	0	0	0	0
AT3G01965	0	0	0	0	0	0
AT3G01970	3	9	1	0	5	1
AT3G01975	0	0	0	0	0	0
AT3G01980	321	347	368	344	349	299
AT3G01985	0	0	0	0	0	0
AT3G01990	72	62	71	18	38	35
AT3G01995	8	2	12	5	3	3
AT3G02000	0	0	0	0	0	0
AT3G02010	32	36	37	26	40	35
AT3G02015	0	1	0	0	2	0
AT3G02020	547	820	1176	1014	901	1067
AT3G02025	2	0	1	2	1	1
AT3G02030	97	110	79	80	107	88
AT3G02035	0	0	0	0	0	0
AT3G02040	35	32	22	32	53	50
AT3G02045	145	77	44	98	128	101
AT3G02050	687	758	850	799	895	896
AT3G02055	0	0	0	0	0	0
AT3G02060	1432	1351	1418	1864	2156	1881
AT3G02065	349	402	432	409	470	452
AT3G02070	136	140	167	258	318	250
AT3G02075	0	0	0	0	0	0
AT3G02080	3364	2639	2075	1720	1894	1374
AT3G02085	0	0	0	0	0	0
AT3G02090	4284	5010	5435	4037	4694	3942
AT3G02095	0	0	0	0	0	0
AT3G02100	0	0	1	0	0	0
AT3G02105	0	3	2	2	1	1
AT3G02110	517	530	601	404	497	309
AT3G02115	3	7	11	1	8	3
AT3G02120	47	62	29	36	30	31
AT3G02125	0	1	0	1	2	2
AT3G02130	666	918	1059	733	1008	865
AT3G02135	0	0	0	0	0	0
AT3G02140	10	23	11	22	32	19
AT3G02145	0	0	0	0	0	0
AT3G02150	145	155	200	189	220	198
AT3G02155	0	0	0	0	0	0
AT3G02160	70	78	90	60	74	67
AT3G02165	0	1	0	0	0	0
AT3G02170	1347	1669	1830	1714	1761	1934
AT3G02180	1526	1597	1400	1265	1526	1360
AT3G02190	139	127	76	80	81	67
AT3G02195	0	0	0	0	0	0
AT3G02200	1302	1197	1579	974	1064	772
AT3G02205	1	1	0	0	0	0
AT3G02210	60	69	112	47	43	49
AT3G02215	2	1	5	0	2	2
AT3G02220	932	824	600	545	625	540
AT3G02225	0	0	1	0	0	0
AT3G02230	449	433	420	255	278	198
AT3G02235	0	0	0	0	0	0
AT3G02240	0	0	0	0	0	0
AT3G02242	0	0	0	0	0	0
AT3G02245	0	0	0	0	0	0
AT3G02250	1476	1462	1642	1420	1420	1436
AT3G02255	0	1	0	0	0	0
AT3G02260	9626	11974	13463	7394	9921	10083
AT3G02265	0	0	0	0	0	0
AT3G02270	0	0	0	0	0	0
AT3G02275	0	0	0	0	1	0
AT3G02280	113	143	134	140	192	139
AT3G02285	0	0	0	0	0	0
AT3G02290	168	203	199	171	222	206
AT3G02295	0	0	0	0	0	1
AT3G02300	390	583	596	406	473	468
AT3G02305	6	7	1	8	2	2
AT3G02310	1	0	3	0	0	0
AT3G02320	308	312	325	259	277	229
AT3G02325	0	0	0	0	0	0
AT3G02330	54	52	50	35	42	40
AT3G02340	243	332	288	253	322	329
AT3G02345	0	0	0	0	0	0
AT3G02350	1786	1929	2075	1743	1881	1873
AT3G02360	1624	1715	2145	1508	1665	1632
AT3G02365	0	1	5	0	1	0
AT3G02370	76	85	101	90	156	110
AT3G02380	318	312	346	659	798	412
AT3G02385	0	0	0	0	0	0
AT3G02390	2	6	7	9	13	9
AT3G02395	0	0	0	0	0	0
AT3G02400	31	59	44	14	57	32
AT3G02405	0	0	0	0	0	0
AT3G02410	44	30	31	22	14	13
AT3G02415	0	0	0	0	0	0
AT3G02420	232	223	250	197	213	182
AT3G02425	0	0	0	0	0	0
AT3G02430	0	0	0	0	0	0
AT3G02435	0	0	0	0	0	0
AT3G02440	0	0	0	0	0	0
AT3G02445	0	0	0	0	0	0
AT3G02450	2302	2345	2575	1566	1927	1639
AT3G02455	1	0	1	1	0	5
AT3G02460	218	305	394	397	458	438
AT3G02465	9	8	3	8	5	10
AT3G02470	19455	23200	24254	22841	26395	23701
AT3G02475	0	0	0	0	0	0
AT3G02480	3	1	1	2	5	2
AT3G02485	0	0	2	3	2	1
AT3G02490	265	294	295	183	247	202
AT3G02493	1	3	2	0	2	1
AT3G02495	1	0	0	3	0	0
AT3G02500	11	23	16	7	14	6
AT3G02505	2	0	1	4	2	0
AT3G02510	243	259	240	231	284	250
AT3G02520	965	968	1043	732	940	784
AT3G02525	0	0	1	1	0	0
AT3G02530	928	976	992	638	704	617
AT3G02535	2	1	1	0	1	2
AT3G02540	1383	1618	1537	1201	1454	1236
AT3G02545	0	0	0	0	0	0
AT3G02550	31	36	14	29	18	17
AT3G02555	153	102	83	78	100	87
AT3G02560	2559	1941	1510	1210	1328	1017
AT3G02565	1	0	2	1	2	0
AT3G02570	1626	1686	1554	1524	1550	1460
AT3G02575	19	14	14	11	20	7
AT3G02580	304	298	423	381	343	318
AT3G02585	0	0	0	0	0	0
AT3G02590	1	0	0	0	0	0
AT3G02595	0	0	0	0	0	0
AT3G02600	677	597	592	580	633	531
AT3G02605	0	0	0	0	0	0
AT3G02610	9	6	5	10	18	10
AT3G02615	0	0	0	0	0	0
AT3G02620	5	5	4	2	3	5
AT3G02625	0	0	0	0	0	0
AT3G02630	895	999	1096	843	1038	1104
AT3G02635	0	0	0	0	0	0
AT3G02640	205	189	126	100	123	119
AT3G02645	0	0	0	3	0	3
AT3G02650	364	434	440	272	344	299
AT3G02655	0	0	0	0	0	0
AT3G02660	945	1015	959	696	789	687
AT3G02665	0	1	2	3	1	3
AT3G02670	0	0	0	0	0	0
AT3G02673	0	0	0	0	0	0
AT3G02677	5	6	1	3	1	2
AT3G02680	66	61	89	79	98	65
AT3G02685	0	0	0	0	0	0
AT3G02690	585	674	889	634	755	672
AT3G02695	0	0	0	0	0	0
AT3G02700	347	322	358	288	302	272
AT3G02705	0	0	0	0	0	0
AT3G02710	586	625	597	568	676	631
AT3G02715	0	0	0	0	0	0
AT3G02720	734	778	949	669	835	772
AT3G02725	13	9	15	7	10	9
AT3G02730	2991	3115	3276	2410	2516	2122
AT3G02735	0	0	0	0	0	0
AT3G02740	387	401	541	498	676	518
AT3G02745	0	0	0	0	0	0
AT3G02750	1991	2090	2309	1829	2068	1910
AT3G02755	1	0	0	0	0	0
AT3G02760	1818	1878	1957	1234	1617	1403
AT3G02765	12	11	4	9	4	7
AT3G02770	258	271	264	286	324	278
AT3G02775	0	0	0	0	0	0
AT3G02780	1996	1930	2217	1566	1892	1433
AT3G02785	0	0	0	0	0	1
AT3G02790	304	253	236	170	183	147
AT3G02795	0	0	5	0	0	0
AT3G02800	24	13	23	21	24	10
AT3G02805	0	0	0	0	0	0
AT3G02810	0	0	0	0	0	1
AT3G02815	0	0	0	0	0	0
AT3G02820	104	124	110	66	63	58
AT3G02825	1	0	0	0	0	0
AT3G02830	1334	1398	1565	1831	2106	1833
AT3G02832	79	77	73	34	52	29
AT3G02835	0	0	0	0	1	0
AT3G02840	0	2	0	8	2	1
AT3G02845	0	0	0	0	0	0
AT3G02850	15	15	35	9	6	7
AT3G02855	0	0	0	0	1	0
AT3G02860	333	355	313	288	358	279
AT3G02870	1338	1597	1569	1670	1955	1542
AT3G02875	113	107	144	90	113	114
AT3G02880	584	639	648	510	491	485
AT3G02885	0	0	0	0	0	0
AT3G02890	532	560	562	428	558	466
AT3G02895	0	1	0	2	0	2
AT3G02900	423	446	344	324	371	310
AT3G02905	0	0	0	1	0	0
AT3G02910	532	543	667	546	681	561
AT3G02915	0	0	0	0	0	0
AT3G02920	93	92	86	77	87	66
AT3G02925	0	0	0	0	0	0
AT3G02930	248	250	200	165	179	160
AT3G02935	0	0	0	0	0	0
AT3G02940	0	0	0	0	0	0
AT3G02945	0	1	3	0	0	1
AT3G02950	328	315	238	282	333	272
AT3G02955	0	0	0	0	0	0
AT3G02960	0	0	0	0	0	0
AT3G02970	0	0	0	1	0	0
AT3G02975	0	0	0	0	0	0
AT3G02980	18	8	10	13	21	11
AT3G02985	0	0	0	0	0	0
AT3G02990	21	28	40	58	73	61
AT3G02995	0	0	0	0	0	0
AT3G03000	29	42	53	44	42	44
AT3G03005	0	0	0	0	0	0
AT3G03010	287	255	226	255	290	243
AT3G03020	51	41	56	55	48	57
AT3G03025	0	1	2	0	0	0
AT3G03030	71	80	54	71	69	67
AT3G03035	0	0	0	0	0	0
AT3G03040	388	321	388	339	381	330
AT3G03045	0	0	0	0	0	0
AT3G03050	629	718	782	582	724	617
AT3G03055	0	0	0	0	0	0
AT3G03060	188	198	140	86	143	82
AT3G03065	0	0	0	0	0	0
AT3G03070	896	916	959	799	1013	815
AT3G03075	0	0	0	0	0	0
AT3G03080	0	0	0	0	0	0
AT3G03085	3	0	2	10	11	13
AT3G03090	274	249	349	247	266	226
AT3G03095	0	0	0	0	0	0
AT3G03100	1159	1224	1217	939	972	900
AT3G03105	2	0	1	2	3	1
AT3G03110	370	435	460	274	315	256
AT3G03115	0	0	0	0	0	0
AT3G03120	121	114	127	110	117	103
AT3G03125	4	2	4	6	5	3
AT3G03130	78	78	67	51	42	35
AT3G03135	3	2	0	3	3	0
AT3G03140	361	503	580	373	454	415
AT3G03145	19	23	36	28	32	20
AT3G03150	841	790	710	680	728	633
AT3G03155	0	0	0	0	0	0
AT3G03160	294	246	269	194	232	180
AT3G03165	4	5	1	8	3	4
AT3G03170	9	11	8	6	7	2
AT3G03175	0	0	0	0	0	0
AT3G03180	84	117	104	107	120	85
AT3G03190	58	71	70	79	58	70
AT3G03195	0	1	0	1	0	2
AT3G03200	29	45	48	31	18	28
AT3G03205	0	0	0	0	0	0
AT3G03210	172	201	243	162	209	217
AT3G03215	1	2	0	0	0	1
AT3G03220	163	177	193	121	165	126
AT3G03225	2	0	1	2	0	1
AT3G03230	0	0	0	0	0	0
AT3G03235	0	0	0	0	1	0
AT3G03240	3	7	2	1	0	3
AT3G03245	0	0	0	0	0	0
AT3G03250	2265	2545	2653	1954	2199	2050
AT3G03255	0	0	0	0	0	0
AT3G03260	0	0	0	0	0	1
AT3G03265	3	3	7	3	8	6
AT3G03270	141	152	163	119	142	131
AT3G03272	9	2	0	1	2	1
AT3G03275	2	5	2	2	0	0
AT3G03280	0	0	0	0	0	0
AT3G03285	0	0	0	1	1	0
AT3G03290	0	0	0	0	0	0
AT3G03295	0	0	0	0	0	0
AT3G03300	290	317	436	410	440	411
AT3G03305	501	518	564	531	637	625
AT3G03310	141	167	164	153	187	165
AT3G03320	169	181	244	118	154	134
AT3G03325	0	0	0	0	0	0
AT3G03330	332	358	404	340	439	406
AT3G03335	0	0	0	0	0	0
AT3G03340	565	606	529	656	752	757
AT3G03341	2	0	0	1	0	0
AT3G03345	0	0	0	1	0	1
AT3G03350	13	22	24	86	99	111
AT3G03355	0	0	0	0	0	0
AT3G03360	64	58	63	221	249	212
AT3G03365	0	0	0	0	0	0
AT3G03370	71	64	124	82	107	114
AT3G03375	0	0	0	0	0	0
AT3G03380	1133	1329	1484	1119	1300	1190
AT3G03385	3	0	0	0	3	0
AT3G03400	0	0	0	0	0	0
AT3G03405	0	0	0	0	0	0
AT3G03410	0	0	0	0	0	0
AT3G03415	1	0	0	0	0	0
AT3G03420	200	175	172	150	176	167
AT3G03425	0	0	0	0	0	0
AT3G03430	6	2	0	1	8	4
AT3G03435	69	56	53	16	34	27
AT3G03440	68	48	111	56	98	79
AT3G03445	72	23	8	20	18	22
AT3G03450	138	142	140	60	73	56
AT3G03455	0	0	0	0	0	0
AT3G03460	92	86	93	47	93	39
AT3G03465	0	0	0	0	0	0
AT3G03470	672	672	739	640	883	922
AT3G03475	29	46	55	19	10	16
AT3G03480	21	32	53	19	18	9
AT3G03490	296	338	312	243	307	246
AT3G03495	0	0	1	0	1	0
AT3G03500	0	0	0	5	1	3
AT3G03505	0	1	0	0	0	0
AT3G03510	0	0	0	0	0	1
AT3G03515	0	0	0	0	0	0
AT3G03520	37	78	61	47	61	59
AT3G03525	0	0	0	0	0	0
AT3G03530	14	11	13	5	3	5
AT3G03535	0	3	16	13	9	5
AT3G03540	0	0	0	0	0	0
AT3G03550	271	318	285	225	278	284
AT3G03555	0	0	0	0	0	0
AT3G03560	510	558	656	957	1193	1206
