TXNAME	GENEID
KQL10138	SETIT_006152mg
KQL10139	SETIT_006152mg
KQL10144	SETIT_008251mg
KQL10145	SETIT_007946mg
KQL10146	SETIT_007134mg
KQL10148	SETIT_007667mg
KQL10151	SETIT_007928mg
KQL10152	SETIT_007677mg
KQL10154	SETIT_008475mg
KQL10155	SETIT_007700mg
KQL10156	SETIT_007670mg
KQL10157	SETIT_008679mg
KQL10158	SETIT_005846mg
KQL10161	SETIT_008115mg
KQL10162	SETIT_006102mg
KQL10165	SETIT_005790mg
KQL10166	SETIT_008199mg
KQL10167	SETIT_008656mg
KQL10169	SETIT_007440mg
KQL10171	SETIT_006897mg
KQL10172	SETIT_007079mg
KQL10173	SETIT_007899mg
KQL10174	SETIT_007077mg
KQL10175	SETIT_007300mg
KQL10177	SETIT_006715mg
KQL10182	SETIT_007270mg
KQL10181	SETIT_007270mg
KQL10183	SETIT_008278mg
KQL10186	SETIT_008247mg
KQL10188	SETIT_007913mg
KQL10191	SETIT_007540mg
KQL10194	SETIT_007283mg
KQL10192	SETIT_007283mg
KQL10193	SETIT_007283mg
KQL10195	SETIT_007474mg
KQL10197	SETIT_005903mg
KQL10198	SETIT_006281mg
KQL10200	SETIT_008541mg
KQL10202	SETIT_007605mg
KQL10201	SETIT_008880mg
KQL10203	SETIT_008942mg
KQL10204	SETIT_007574mg
KQL10205	SETIT_008666mg
KQL10211	SETIT_008927mg
KQL10213	SETIT_007954mg
KQL10216	SETIT_008841mg
KQL10217	SETIT_005675mg
KQL10218	SETIT_009089mg
KQL10219	SETIT_007074mg
KQL10223	SETIT_008662mg
KQL10224	SETIT_006306mg
KQL10225	SETIT_007903mg
KQL10226	SETIT_006329mg
KQL10227	SETIT_008809mg
KQL10230	SETIT_007774mg
KQL10236	SETIT_008307mg
KQL10237	SETIT_008940mg
KQL10240	SETIT_008021mg
KQL10241	SETIT_007433mg
KQL10242	SETIT_007433mg
KQL10243	SETIT_006396mg
KQL10245	SETIT_008415mg
KQL10246	SETIT_006667mg
KQL10249	SETIT_008245mg
KQL10251	SETIT_007466mg
KQL10258	SETIT_006116mg
KQL10260	SETIT_006261mg
KQL10264	SETIT_005895mg
KQL10265	SETIT_006948mg
KQL10266	SETIT_008472mg
KQL10267	SETIT_008696mg
KQL10270	SETIT_007384mg
KQL10271	SETIT_008687mg
KQL10272	SETIT_006413mg
KQL10275	SETIT_008257mg
KQL10278	SETIT_008783mg
KQL10281	SETIT_008798mg
KQL10288	SETIT_008318mg
KQL10289	SETIT_008495mg
KQL10290	SETIT_006344mg
KQL10293	SETIT_008889mg
KQL10294	SETIT_007366mg
KQL10298	SETIT_007943mg
KQL10299	SETIT_007661mg
KQL10300	SETIT_007892mg
KQL10301	SETIT_009043mg
KQL10302	SETIT_005763mg
KQL10306	SETIT_008460mg
KQL10308	SETIT_007621mg
KQL10313	SETIT_007067mg
KQL10314	SETIT_008398mg
KQL10317	SETIT_006019mg
KQL10318	SETIT_006278mg
KQL10326	SETIT_008336mg
KQL10327	SETIT_007029mg
KQL10328	SETIT_007023mg
KQL10331	SETIT_005674mg
KQL10336	SETIT_007752mg
KQL10338	SETIT_007515mg
KQL10339	SETIT_006327mg
KQL10340	SETIT_006310mg
KQL10347	SETIT_008737mg
KQL10348	SETIT_008808mg
KQL10350	SETIT_006122mg
KQL10351	SETIT_005720mg
KQL10352	SETIT_005740mg
KQL10354	SETIT_005734mg
KQL10357	SETIT_005739mg
KQL10358	SETIT_005849mg
KQL10360	SETIT_008194mg
KQL10361	SETIT_007096mg
KQL10364	SETIT_007054mg
KQL10370	SETIT_007314mg
KQL10371	SETIT_007315mg
KQL10372	SETIT_007853mg
KQL10373	SETIT_007969mg
KQL10374	SETIT_008816mg
KQL10375	SETIT_006830mg
KQL10376	SETIT_006846mg
KQL10377	SETIT_006846mg
KQL10382	SETIT_007594mg
KQL10383	SETIT_008203mg
KQL10386	SETIT_006811mg
KQL10387	SETIT_008321mg
KQL10388	SETIT_007161mg
KQL10392	SETIT_007580mg
KQL10393	SETIT_006280mg
KQL10394	SETIT_008221mg
KQL10396	SETIT_007198mg
KQL10395	SETIT_007198mg
KQL10399	SETIT_006838mg
KQL10410	SETIT_006384mg
KQL10415	SETIT_008794mg
KQL10419	SETIT_008223mg
KQL10420	SETIT_007888mg
KQL10423	SETIT_006851mg
KQL10426	SETIT_006283mg
KQL10427	SETIT_008543mg
KQL10428	SETIT_006873mg
KQL10432	SETIT_008386mg
KQL10433	SETIT_008745mg
KQL10437	SETIT_008332mg
KQL10438	SETIT_008301mg
KQL10440	SETIT_007080mg
KQL10442	SETIT_006117mg
KQL10445	SETIT_005899mg
KQL10444	SETIT_005899mg
KQL10446	SETIT_006262mg
KQL10448	SETIT_008195mg
KQL10449	SETIT_007883mg
KQL10450	SETIT_008249mg
KQL10451	SETIT_007929mg
KQL10452	SETIT_008335mg
KQL10455	SETIT_008683mg
KQL10457	SETIT_007109mg
KQL10458	SETIT_008140mg
KQL10470	SETIT_009073mg
KQL10474	SETIT_008435mg
KQL10475	SETIT_007444mg
KQL10478	SETIT_006064mg
KQL10479	SETIT_006064mg
KQL10480	SETIT_007698mg
ENSRNA049910416-T1	ENSRNA049910416
KQL10486	SETIT_006107mg
KQL10487	SETIT_006756mg
KQL10490	SETIT_007998mg
KQL10496	SETIT_006320mg
KQL10499	SETIT_007183mg
KQL10500	SETIT_007418mg
KQL10501	SETIT_008904mg
KQL10505	SETIT_007851mg
KQL10512	SETIT_007021mg
KQL10516	SETIT_008832mg
KQL10517	SETIT_008715mg
KQL10518	SETIT_009060mg
KQL10520	SETIT_007759mg
KQL10522	SETIT_008202mg
KQL10524	SETIT_006515mg
KQL10528	SETIT_006515mg
KQL10525	SETIT_006515mg
KQL10526	SETIT_006515mg
KQL10527	SETIT_006515mg
KQL10532	SETIT_006027mg
KQL10533	SETIT_006027mg
KQL10535	SETIT_006605mg
KQL10536	SETIT_006605mg
KQL10539	SETIT_008950mg
KQL10540	SETIT_007582mg
KQL10542	SETIT_008055mg
KQL10544	SETIT_007601mg
KQL10545	SETIT_007585mg
KQL10546	SETIT_005850mg
KQL10547	SETIT_008596mg
KQL10549	SETIT_008111mg
KQL10550	SETIT_008502mg
KQL10551	SETIT_008655mg
KQL10554	SETIT_005682mg
KQL10556	SETIT_008963mg
KQL10558	SETIT_008480mg
KQL10564	SETIT_006676mg
KQL10568	SETIT_009088mg
KQL10569	SETIT_008799mg
KQL10570	SETIT_008789mg
KQL10571	SETIT_008900mg
KQL10574	SETIT_006382mg
KQL10575	SETIT_008591mg
KQL10582	SETIT_008528mg
KQL10584	SETIT_008411mg
KQL10588	SETIT_006809mg
KQL10591	SETIT_008922mg
KQL10592	SETIT_0064762mg
KQL10593	SETIT_0064761mg
KQL10595	SETIT_006976mg
KQL10594	SETIT_006976mg
KQL10596	SETIT_005690mg
KQL10597	SETIT_007407mg
KQL10598	SETIT_008315mg
KQL10599	SETIT_008131mg
KQL10601	SETIT_007385mg
KQL10602	SETIT_007660mg
KQL10605	SETIT_008153mg
KQL10606	SETIT_007726mg
KQL10609	SETIT_008674mg
KQL10610	SETIT_006141mg
KQL10611	SETIT_006141mg
KQL10612	SETIT_006228mg
KQL10613	SETIT_008125mg
KQL10617	SETIT_008788mg
KQL10618	SETIT_007016mg
KQL10620	SETIT_007695mg
KQL10621	SETIT_007695mg
KQL10622	SETIT_007695mg
KQL10619	SETIT_007695mg
KQL10623	SETIT_006143mg
KQL10625	SETIT_008047mg
KQL10628	SETIT_008209mg
KQL10629	SETIT_008584mg
KQL10639	SETIT_007542mg
KQL10640	SETIT_007105mg
KQL10641	SETIT_005814mg
KQL10644	SETIT_009019mg
KQL10647	SETIT_007789mg
KQL10651	SETIT_006717mg
KQL10652	SETIT_006674mg
KQL10655	SETIT_008903mg
KQL10656	SETIT_008903mg
KQL10657	SETIT_008903mg
KQL10654	SETIT_008903mg
KQL10662	SETIT_005959mg
KQL10663	SETIT_007893mg
KQL10665	SETIT_006400mg
KQL10666	SETIT_006400mg
KQL10668	SETIT_007422mg
KQL10670	SETIT_008466mg
KQL10671	SETIT_0065302mg
KQL10672	SETIT_0065301mg
KQL10675	SETIT_009134mg
KQL10678	SETIT_008863mg
KQL10682	SETIT_007683mg
KQL10683	SETIT_007691mg
KQL10685	SETIT_008184mg
KQL10686	SETIT_007648mg
KQL10688	SETIT_009149mg
KQL10689	SETIT_008999mg
KQL10690	SETIT_008999mg
KQL10692	SETIT_006713mg
KQL10695	SETIT_007447mg
KQL10698	SETIT_007008mg
KQL10699	SETIT_008777mg
KQL10700	SETIT_006062mg
KQL10701	SETIT_008969mg
KQL10702	SETIT_008817mg
KQL10709	SETIT_008070mg
KQL10710	SETIT_007035mg
KQL10713	SETIT_006934mg
KQL10717	SETIT_008050mg
KQL10718	SETIT_007836mg
KQL10719	SETIT_007918mg
KQL10721	SETIT_006518mg
KQL10722	SETIT_008500mg
KQL10723	SETIT_007145mg
KQL10724	SETIT_007145mg
KQL10725	SETIT_008404mg
KQL10726	SETIT_007682mg
KQL10728	SETIT_007010mg
KQL10730	SETIT_008363mg
KQL10733	SETIT_007209mg
KQL10735	SETIT_008506mg
KQL10742	SETIT_008673mg
KQL10746	SETIT_007715mg
KQL10748	SETIT_007688mg
KQL10749	SETIT_007635mg
KQL10751	SETIT_008077mg
KQL10752	SETIT_007177mg
KQL10754	SETIT_005671mg
KQL10755	SETIT_005996mg
KQL10756	SETIT_008169mg
KQL10757	SETIT_007089mg
KQL10758	SETIT_007089mg
KQL10759	SETIT_007120mg
KQL10760	SETIT_007120mg
KQL10763	SETIT_006155mg
KQL10764	SETIT_008059mg
KQL10766	SETIT_008861mg
KQL10771	SETIT_008820mg
KQL10772	SETIT_008096mg
KQL10774	SETIT_009116mg
KQL10775	SETIT_009056mg
KQL10778	SETIT_007750mg
ENSRNA049910415-T1	ENSRNA049910415
KQL10780	SETIT_008136mg
KQL10781	SETIT_007428mg
KQL10782	SETIT_007428mg
KQL10783	SETIT_007428mg
KQL10784	SETIT_008295mg
KQL10785	SETIT_006167mg
KQL10786	SETIT_006167mg
KQL10787	SETIT_006167mg
KQL10790	SETIT_005949mg
KQL10789	SETIT_009144mg
KQL10792	SETIT_008006mg
KQL10793	SETIT_008159mg
KQL10794	SETIT_008174mg
KQL10795	SETIT_006869mg
KQL10797	SETIT_008158mg
KQL10800	SETIT_009078mg
KQL10801	SETIT_007165mg
KQL10802	SETIT_007612mg
KQL10803	SETIT_007614mg
KQL10804	SETIT_006911mg
ENSRNA050012181-T1	ENSRNA050012181
KQL10809	SETIT_008932mg
KQL10810	SETIT_008932mg
KQL10811	SETIT_008829mg
KQL10812	SETIT_007038mg
KQL10813	SETIT_007038mg
KQL10814	SETIT_008849mg
KQL10820	SETIT_007533mg
KQL10821	SETIT_008815mg
KQL10823	SETIT_008074mg
KQL10824	SETIT_008795mg
KQL10826	SETIT_005822mg
KQL10827	SETIT_006835mg
KQL10828	SETIT_006835mg
KQL10829	SETIT_005922mg
KQL10848	SETIT_007822mg
KQL10850	SETIT_006765mg
KQL10856	SETIT_006380mg
KQL10859	SETIT_009080mg
KQL10860	SETIT_007369mg
KQL10862	SETIT_006563mg
KQL10865	SETIT_006563mg
KQL10863	SETIT_006563mg
KQL10864	SETIT_006563mg
KQL10867	SETIT_006589mg
KQL10868	SETIT_007536mg
KQL10869	SETIT_008314mg
KQL10870	SETIT_007678mg
KQL10871	SETIT_007525mg
KQL10875	SETIT_007874mg
KQL10877	SETIT_007744mg
KQL10879	SETIT_008670mg
KQL10892	SETIT_009069mg
KQL10893	SETIT_008520mg
KQL10896	SETIT_007355mg
KQL10897	SETIT_007920mg
KQL10898	SETIT_007404mg
KQL10900	SETIT_008213mg
KQL10901	SETIT_008931mg
ENSRNA050012183-T1	ENSRNA050012183
KQL10906	SETIT_007866mg
KQL10908	SETIT_007530mg
KQL10909	SETIT_007547mg
KQL10916	SETIT_007367mg
KQL10919	SETIT_005789mg
KQL10921	SETIT_006312mg
KQL10923	SETIT_008516mg
KQL10925	SETIT_006337mg
KQL10928	SETIT_006535mg
KQL10929	SETIT_006094mg
KQL10932	SETIT_006919mg
KQL10933	SETIT_008422mg
KQL10934	SETIT_008319mg
KQL10935	SETIT_006893mg
KQL10938	SETIT_008887mg
KQL10939	SETIT_008421mg
KQL10940	SETIT_008231mg
KQL10942	SETIT_007119mg
KQL10943	SETIT_006490mg
KQL10944	SETIT_006373mg
KQL10947	SETIT_007078mg
KQL10946	SETIT_007078mg
KQL10945	SETIT_008920mg
KQL10949	SETIT_006831mg
KQL10950	SETIT_008271mg
KQL10951	SETIT_007896mg
KQL10952	SETIT_008819mg
KQL10954	SETIT_006230mg
KQL10955	SETIT_007405mg
KQL10957	SETIT_007966mg
KQL10959	SETIT_007672mg
KQL10960	SETIT_007672mg
KQL10962	SETIT_007710mg
KQL10964	SETIT_007710mg
KQL10961	SETIT_007710mg
KQL10963	SETIT_007710mg
KQL10965	SETIT_007266mg
KQL10966	SETIT_008423mg
ENSRNA049910414-T1	ENSRNA049910414
KQL10974	SETIT_006209mg
KQL10977	SETIT_007376mg
KQL10978	SETIT_008479mg
KQL10982	SETIT_007811mg
KQL10984	SETIT_009013mg
KQL10990	SETIT_008613mg
KQL10992	SETIT_008238mg
KQL10994	SETIT_009025mg
KQL10996	SETIT_007313mg
KQL10997	SETIT_0087352mg
KQL10998	SETIT_0087351mg
KQL11000	SETIT_008651mg
KQL11003	SETIT_005698mg
KQL11006	SETIT_006195mg
KQL11013	SETIT_008933mg
KQL11016	SETIT_007561mg
KQL11018	SETIT_007656mg
KQL11020	SETIT_006166mg
KQL11031	SETIT_005973mg
KQL11023	SETIT_005973mg
KQL11027	SETIT_005973mg
KQL11028	SETIT_005973mg
KQL11022	SETIT_005973mg
KQL11024	SETIT_005973mg
KQL11026	SETIT_005973mg
KQL11029	SETIT_005973mg
KQL11030	SETIT_005973mg
KQL11025	SETIT_005973mg
KQL11032	SETIT_008606mg
KQL11037	SETIT_007097mg
KQL11041	SETIT_008681mg
ENSRNA050012490-T1	ENSRNA050012490
KQL11043	SETIT_006227mg
KQL11048	SETIT_008243mg
KQL11052	SETIT_006780mg
KQL11053	SETIT_006780mg
KQL11054	SETIT_006865mg
KQL11055	SETIT_006053mg
KQL11056	SETIT_006053mg
KQL11058	SETIT_006150mg
KQL11059	SETIT_008882mg
KQL11065	SETIT_008653mg
KQL11066	SETIT_008746mg
KQL11067	SETIT_007377mg
KQL11068	SETIT_007258mg
KQL11070	SETIT_009087mg
KQL11078	SETIT_008659mg
KQL11080	SETIT_008530mg
KQL11086	SETIT_008060mg
KQL11088	SETIT_008340mg
KQL11089	SETIT_008262mg
KQL11092	SETIT_005770mg
KQL11094	SETIT_007150mg
KQL11095	SETIT_008046mg
KQL11097	SETIT_006060mg
KQL11098	SETIT_005841mg
KQL11099	SETIT_005841mg
KQL11100	SETIT_007237mg
KQL11101	SETIT_007701mg
KQL11102	SETIT_008389mg
KQL11104	SETIT_006647mg
KQL11105	SETIT_006647mg
KQL11107	SETIT_007484mg
KQL11108	SETIT_007843mg
KQL11113	SETIT_006559mg
KQL11114	SETIT_006528mg
KQL11115	SETIT_006528mg
KQL11116	SETIT_008085mg
KQL11117	SETIT_005890mg
KQL11118	SETIT_008708mg
KQL11119	SETIT_006474mg
KQL11120	SETIT_008325mg
KQL11122	SETIT_007739mg
KQL11125	SETIT_008916mg
KQL11127	SETIT_008640mg
KQL11128	SETIT_007787mg
KQL11133	SETIT_006522mg
KQL11134	SETIT_007325mg
KQL11135	SETIT_005785mg
KQL11136	SETIT_009067mg
KQL11137	SETIT_008569mg
KQL11141	SETIT_007786mg
KQL11144	SETIT_008149mg
KQL11146	SETIT_007705mg
KQL11147	SETIT_008214mg
KQL11148	SETIT_008609mg
KQL11149	SETIT_007086mg
KQL11150	SETIT_006073mg
KQL11151	SETIT_007566mg
ENSRNA049910413-T1	ENSRNA049910413
KQL11152	SETIT_007894mg
KQL11155	SETIT_008268mg
KQL11156	SETIT_008557mg
KQL11157	SETIT_008840mg
KQL11158	SETIT_007922mg
KQL11159	SETIT_007881mg
KQL11160	SETIT_005787mg
KQL11161	SETIT_008289mg
KQL11164	SETIT_007659mg
KQL11165	SETIT_005750mg
KQL11167	SETIT_005750mg
KQL11166	SETIT_005750mg
KQL11175	SETIT_006040mg
KQL11176	SETIT_006055mg
KQL11179	SETIT_007646mg
KQL11180	SETIT_009071mg
KQL11181	SETIT_008898mg
KQL11182	SETIT_008993mg
KQL11187	SETIT_008937mg
KQL11189	SETIT_006537mg
KQL11190	SETIT_008872mg
KQL11191	SETIT_006250mg
KQL11193	SETIT_008463mg
KQL11194	SETIT_008972mg
ENSRNA049910411-T1	ENSRNA049910411
KQL11201	SETIT_007804mg
KQL11203	SETIT_007299mg
KQL11204	SETIT_007514mg
KQL11207	SETIT_008914mg
KQL11208	SETIT_008148mg
KQL11209	SETIT_008229mg
KQL11211	SETIT_007862mg
KQL11212	SETIT_008512mg
KQL11216	SETIT_006377mg
KQL11220	SETIT_005733mg
KQL11230	SETIT_005726mg
KQL11231	SETIT_008186mg
KQL11234	SETIT_008989mg
KQL11238	SETIT_005818mg
KQL11237	SETIT_009093mg
KQL11239	SETIT_006037mg
KQL11241	SETIT_008476mg
KQL11242	SETIT_008669mg
KQL11243	SETIT_008003mg
KQL11244	SETIT_005906mg
KQL11247	SETIT_005906mg
KQL11245	SETIT_005906mg
KQL11246	SETIT_005906mg
KQL11248	SETIT_006895mg
KQL11249	SETIT_006895mg
KQL11256	SETIT_007306mg
KQL11260	SETIT_007716mg
KQL11263	SETIT_006466mg
KQL11265	SETIT_008866mg
KQL11266	SETIT_007479mg
KQL11267	SETIT_008733mg
KQL11268	SETIT_008128mg
KQL11269	SETIT_007106mg
KQL11271	SETIT_006270mg
KQL11272	SETIT_008244mg
KQL11273	SETIT_008740mg
KQL11274	SETIT_006253mg
KQL11276	SETIT_006061mg
KQL11277	SETIT_008775mg
KQL11283	SETIT_006074mg
KQL11285	SETIT_008918mg
KQL11287	SETIT_007182mg
KQL11286	SETIT_007182mg
KQL11288	SETIT_009010mg
KQL11290	SETIT_008905mg
KQL11291	SETIT_008905mg
KQL11292	SETIT_005695mg
KQL11296	SETIT_007619mg
KQL11297	SETIT_007402mg
KQL11299	SETIT_008355mg
KQL11300	SETIT_008488mg
KQL11302	SETIT_007260mg
KQL11303	SETIT_007882mg
KQL11304	SETIT_007967mg
KQL11305	SETIT_007114mg
KQL11306	SETIT_009112mg
KQL11311	SETIT_007794mg
KQL11317	SETIT_008442mg
KQL11318	SETIT_008054mg
KQL11321	SETIT_006392mg
KQL11319	SETIT_006392mg
KQL11320	SETIT_006392mg
KQL11323	SETIT_008896mg
KQL11324	SETIT_007797mg
KQL11327	SETIT_008739mg
KQL11328	SETIT_008242mg
KQL11331	SETIT_007847mg
KQL11335	SETIT_006034mg
KQL11337	SETIT_008701mg
KQL11341	SETIT_007004mg
KQL11342	SETIT_008033mg
KQL11345	SETIT_007216mg
KQL11348	SETIT_008269mg
KQL11349	SETIT_006089mg
KQL11350	SETIT_008178mg
KQL11351	SETIT_008445mg
KQL11353	SETIT_007217mg
KQL11355	SETIT_007136mg
KQL11356	SETIT_007136mg
KQL11358	SETIT_007136mg
KQL11357	SETIT_007136mg
KQL11354	SETIT_009125mg
KQL11359	SETIT_006264mg
KQL11361	SETIT_005779mg
KQL11362	SETIT_005907mg
KQL11363	SETIT_007838mg
KQL11365	SETIT_008824mg
ENSRNA049910410-T1	ENSRNA049910410
KQL11376	SETIT_005672mg
KQL11377	SETIT_006978mg
KQL11380	SETIT_009017mg
KQL11381	SETIT_006372mg
KQL11383	SETIT_007953mg
KQL11385	SETIT_008484mg
KQL11387	SETIT_008891mg
KQL11389	SETIT_008365mg
KQL11391	SETIT_005852mg
KQL11392	SETIT_008308mg
KQL11393	SETIT_008722mg
KQL11394	SETIT_008547mg
KQL11395	SETIT_007022mg
KQL11396	SETIT_009145mg
KQL11397	SETIT_008625mg
KQL11400	SETIT_007424mg
KQL11405	SETIT_008232mg
KQL11407	SETIT_007613mg
KQL11409	SETIT_005855mg
KQL11411	SETIT_006127mg
KQL11415	SETIT_007844mg
KQL11417	SETIT_008378mg
KQL11418	SETIT_007628mg
KQL11419	SETIT_008327mg
KQL11422	SETIT_008766mg
KQL11423	SETIT_008835mg
KQL11431	SETIT_005730mg
KQL11434	SETIT_008246mg
KQL11435	SETIT_008938mg
KQL11436	SETIT_008726mg
KQL11438	SETIT_009068mg
ENSRNA050012474-T1	ENSRNA050012474
ENSRNA050012461-T1	ENSRNA050012461
KQL11440	SETIT_006616mg
KQL11441	SETIT_005673mg
KQL11443	SETIT_007823mg
KQL11444	SETIT_005811mg
KQL11446	SETIT_006532mg
KQL11450	SETIT_006123mg
KQL11451	SETIT_007158mg
KQL11453	SETIT_006292mg
KQL11452	SETIT_009126mg
KQL11455	SETIT_008068mg
KQL11458	SETIT_0061252mg
KQL11459	SETIT_0061251mg
KQL11462	SETIT_006867mg
KQL11463	SETIT_007824mg
KQL11465	SETIT_006745mg
KQL11471	SETIT_008132mg
KQL11472	SETIT_007232mg
KQL11473	SETIT_007235mg
KQL11474	SETIT_007235mg
KQL11475	SETIT_008761mg
KQL11478	SETIT_007754mg
KQL11479	SETIT_007897mg
KQL11480	SETIT_008736mg
KQL11481	SETIT_006597mg
KQL11482	SETIT_008048mg
KQL11485	SETIT_006983mg
KQL11487	SETIT_008894mg
KQL11488	SETIT_006626mg
KQL11489	SETIT_006054mg
KQL11491	SETIT_006963mg
KQL11495	SETIT_006063mg
KQL11498	SETIT_007374mg
KQL11502	SETIT_009052mg
KQL11503	SETIT_007493mg
KQL11504	SETIT_008583mg
KQL11505	SETIT_005868mg
KQL11512	SETIT_009139mg
KQL11515	SETIT_006450mg
KQL11518	SETIT_007503mg
KQL11520	SETIT_006082mg
KQL11521	SETIT_007846mg
KQL11523	SETIT_008935mg
KQL11524	SETIT_007965mg
KQL11525	SETIT_006856mg
KQL11530	SETIT_006192mg
KQL11531	SETIT_007242mg
KQL11532	SETIT_006523mg
KQL11537	SETIT_006240mg
KQL11538	SETIT_006578mg
KQL11539	SETIT_007937mg
KQL11540	SETIT_006385mg
KQL11542	SETIT_005792mg
KQL11543	SETIT_006754mg
KQL11545	SETIT_007360mg
KQL11544	SETIT_007360mg
KQL11547	SETIT_006525mg
KQL11548	SETIT_006525mg
KQL11550	SETIT_006464mg
KQL11552	SETIT_009108mg
KQL11553	SETIT_008017mg
KQL11556	SETIT_006335mg
KQL11557	SETIT_006335mg
KQL11561	SETIT_006682mg
KQL11563	SETIT_006334mg
KQL11564	SETIT_005833mg
KQL11565	SETIT_005833mg
KQL11568	SETIT_006255mg
KQL11569	SETIT_006255mg
KQL11572	SETIT_006267mg
KQL11573	SETIT_007828mg
KQL11576	SETIT_008646mg
KQL11577	SETIT_007658mg
KQL11580	SETIT_007835mg
KQL11583	SETIT_006894mg
KQL11585	SETIT_006894mg
KQL11584	SETIT_006894mg
KQL11588	SETIT_005910mg
KQL11589	SETIT_007026mg
KQL11591	SETIT_008639mg
KQL11594	SETIT_008403mg
KQL11596	SETIT_005803mg
KQL11599	SETIT_005729mg
KQL11602	SETIT_008294mg
KQL11603	SETIT_008105mg
KQL11604	SETIT_006418mg
KQL11611	SETIT_006752mg
KQL11612	SETIT_006752mg
KQL11610	SETIT_006752mg
KQL11613	SETIT_006752mg
KQL11618	SETIT_008342mg
KQL11622	SETIT_008921mg
KQL11623	SETIT_008730mg
KQL11625	SETIT_006606mg
KQL11626	SETIT_006606mg
KQL11627	SETIT_0077772mg
KQL11628	SETIT_0077771mg
KQL11632	SETIT_006467mg
KQL11633	SETIT_008000mg
KQL11635	SETIT_005874mg
KQL11636	SETIT_007942mg
KQL11637	SETIT_005875mg
KQL11638	SETIT_008266mg
KQL11640	SETIT_006958mg
KQL11645	SETIT_006759mg
KQL11647	SETIT_007868mg
KQL11649	SETIT_008067mg
KQL11650	SETIT_005914mg
KQL11652	SETIT_005914mg
KQL11653	SETIT_005914mg
KQL11651	SETIT_005914mg
KQL11659	SETIT_006733mg
KQL11666	SETIT_007981mg
KQL11671	SETIT_008263mg
ENSRNA050012446-T1	ENSRNA050012446
KQL11677	SETIT_007950mg
KQL11679	SETIT_006138mg
KQL11682	SETIT_007269mg
KQL11681	SETIT_009157mg
KQL11683	SETIT_008689mg
KQL11685	SETIT_007708mg
KQL11687	SETIT_008648mg
KQL11688	SETIT_007099mg
KQL11689	SETIT_007099mg
KQL11690	SETIT_006870mg
KQL11691	SETIT_005709mg
KQL11692	SETIT_005709mg
KQL11693	SETIT_005709mg
KQL11694	SETIT_008978mg
KQL11696	SETIT_006775mg
KQL11697	SETIT_006775mg
KQL11699	SETIT_006775mg
KQL11700	SETIT_006775mg
KQL11695	SETIT_006775mg
KQL11698	SETIT_006775mg
KQL11701	SETIT_007760mg
KQL11703	SETIT_006875mg
KQL11704	SETIT_008879mg
KQL11705	SETIT_007833mg
KQL11706	SETIT_007790mg
KQL11707	SETIT_008825mg
KQL11709	SETIT_008985mg
KQL11710	SETIT_006298mg
KQL11711	SETIT_007769mg
KQL11712	SETIT_006268mg
KQL11718	SETIT_009133mg
KQL11719	SETIT_006215mg
KQL11720	SETIT_009135mg
KQL11722	SETIT_007591mg
KQL11723	SETIT_008300mg
KQL11724	SETIT_005687mg
KQL11725	SETIT_005687mg
KQL11727	SETIT_006083mg
KQL11728	SETIT_006965mg
KQL11732	SETIT_006965mg
KQL11729	SETIT_006965mg
KQL11731	SETIT_006965mg
KQL11730	SETIT_006965mg
KQL11733	SETIT_007988mg
KQL11737	SETIT_006768mg
KQL11738	SETIT_006768mg
KQL11740	SETIT_005741mg
KQL11742	SETIT_008899mg
KQL11743	SETIT_005780mg
KQL11744	SETIT_006029mg
KQL11746	SETIT_006907mg
KQL11747	SETIT_007180mg
KQL11752	SETIT_007457mg
KQL11756	SETIT_008182mg
KQL11762	SETIT_009114mg
KQL11768	SETIT_007552mg
KQL11771	SETIT_006390mg
KQL11772	SETIT_005867mg
KQL11773	SETIT_006146mg
KQL11774	SETIT_005831mg
KQL11775	SETIT_006393mg
KQL11780	SETIT_006708mg
KQL11781	SETIT_006244mg
KQL11793	SETIT_006556mg
KQL11792	SETIT_006556mg
KQL11794	SETIT_006556mg
KQL11797	SETIT_005990mg
KQL11801	SETIT_007858mg
KQL11802	SETIT_007238mg
KQL11803	SETIT_007044mg
KQL11805	SETIT_008743mg
KQL11807	SETIT_007985mg
KQL11809	SETIT_009102mg
KQL11810	SETIT_008187mg
KQL11811	SETIT_006992mg
KQL11812	SETIT_007018mg
KQL11813	SETIT_008953mg
KQL11814	SETIT_006590mg
KQL11816	SETIT_009014mg
KQL11819	SETIT_006151mg
KQL11821	SETIT_006833mg
KQL11822	SETIT_006924mg
KQL11823	SETIT_006929mg
KQL11829	SETIT_007274mg
KQL11831	SETIT_008760mg
KQL11833	SETIT_006510mg
KQL11835	SETIT_006722mg
KQL11840	SETIT_006931mg
KQL11841	SETIT_006737mg
KQL11843	SETIT_006572mg
KQL11844	SETIT_008276mg
KQL11846	SETIT_006609mg
KQL11847	SETIT_006609mg
KQL11851	SETIT_008399mg
KQL11854	SETIT_006191mg
KQL11855	SETIT_006960mg
KQL11857	SETIT_006328mg
KQL11863	SETIT_008144mg
KQL11864	SETIT_008339mg
KQL11869	SETIT_008926mg
KQL11872	SETIT_007791mg
KQL11873	SETIT_005778mg
KQL11875	SETIT_006887mg
KQL11876	SETIT_006887mg
KQL11877	SETIT_006887mg
KQL11879	SETIT_0060842mg
KQL11878	SETIT_0060842mg
KQL11880	SETIT_0060841mg
KQL11881	SETIT_0060841mg
