TXNAME	GENEID
KQL11882	SETIT_008316mg
KQL11884	SETIT_006648mg
KQL11886	SETIT_008255mg
KQL11887	SETIT_006224mg
KQL11888	SETIT_006196mg
KQL11889	SETIT_006196mg
KQL11891	SETIT_006196mg
KQL11892	SETIT_006196mg
KQL11890	SETIT_006196mg
KQL11894	SETIT_007878mg
KQL11895	SETIT_008980mg
KQL11897	SETIT_008076mg
KQL11898	SETIT_008959mg
KQL11900	SETIT_008265mg
KQL11901	SETIT_007938mg
KQL11903	SETIT_006165mg
KQL11904	SETIT_006093mg
KQL11907	SETIT_007333mg
KQL11910	SETIT_008380mg
KQL11913	SETIT_007689mg
KQL11915	SETIT_008038mg
KQL11917	SETIT_006133mg
KQL11918	SETIT_006126mg
KQL11919	SETIT_008791mg
KQL11920	SETIT_006232mg
KQL11922	SETIT_008235mg
KQL11924	SETIT_008035mg
KQL11926	SETIT_006470mg
KQL11927	SETIT_005764mg
KQL11935	SETIT_007637mg
KQL11936	SETIT_008981mg
KQL11939	SETIT_008633mg
KQL11940	SETIT_008703mg
KQL11941	SETIT_008037mg
ENSRNA050012483-T1	ENSRNA050012483
ENSRNA050012187-T1	ENSRNA050012187
ENSRNA050012492-T1	ENSRNA050012492
KQL11944	SETIT_006145mg
KQL11945	SETIT_008139mg
ENSRNA050012480-T1	ENSRNA050012480
ENSRNA050012459-T1	ENSRNA050012459
ENSRNA050012464-T1	ENSRNA050012464
ENSRNA050012191-T1	ENSRNA050012191
ENSRNA050012199-T1	ENSRNA050012199
ENSRNA050012481-T1	ENSRNA050012481
ENSRNA050012453-T1	ENSRNA050012453
ENSRNA050012478-T1	ENSRNA050012478
ENSRNA050012449-T1	ENSRNA050012449
KQL11952	SETIT_007727mg
ENSRNA050012186-T1	ENSRNA050012186
ENSRNA050012448-T1	ENSRNA050012448
ENSRNA050012201-T1	ENSRNA050012201
ENSRNA050012189-T1	ENSRNA050012189
ENSRNA050012486-T1	ENSRNA050012486
KQL11958	SETIT_006401mg
KQL11959	SETIT_006871mg
KQL11961	SETIT_006569mg
KQL11963	SETIT_006569mg
KQL11962	SETIT_006569mg
KQL11968	SETIT_007432mg
KQL11967	SETIT_007432mg
KQL11970	SETIT_006263mg
KQL11971	SETIT_005804mg
KQL11973	SETIT_005805mg
KQL11975	SETIT_005801mg
KQL11974	SETIT_005801mg
KQL11977	SETIT_005920mg
KQL11981	SETIT_006587mg
ENSRNA050012487-T1	ENSRNA050012487
ENSRNA050012455-T1	ENSRNA050012455
ENSRNA050012470-T1	ENSRNA050012470
ENSRNA050012452-T1	ENSRNA050012452
KQL11986	SETIT_0080222mg
KQL11987	SETIT_0080221mg
KQL11989	SETIT_008160mg
KQL11992	SETIT_008151mg
KQL11996	SETIT_006046mg
KQL11997	SETIT_007812mg
KQL11999	SETIT_005977mg
KQL12001	SETIT_006820mg
KQL12000	SETIT_006820mg
KQL12002	SETIT_006820mg
KQL12003	SETIT_006324mg
KQL12004	SETIT_006324mg
KQL12010	SETIT_007495mg
KQL12012	SETIT_006975mg
KQL12014	SETIT_005786mg
KQL12016	SETIT_008075mg
KQL12017	SETIT_009029mg
KQL12018	SETIT_008064mg
KQL12019	SETIT_009061mg
KQL12021	SETIT_008859mg
KQL12026	SETIT_007469mg
KQL12032	SETIT_007324mg
KQL12035	SETIT_006235mg
KQL12036	SETIT_005915mg
KQL12038	SETIT_007757mg
KQL12040	SETIT_006705mg
KQL12041	SETIT_008073mg
ENSRNA050012193-T1	ENSRNA050012193
ENSRNA050012203-T1	ENSRNA050012203
KQL12042	SETIT_006214mg
KQL12043	SETIT_008424mg
KQL12044	SETIT_007179mg
KQL12046	SETIT_005863mg
KQL12047	SETIT_007228mg
KQL12049	SETIT_009156mg
KQL12050	SETIT_008868mg
KQL12052	SETIT_008107mg
KQL12054	SETIT_006171mg
KQL12062	SETIT_008057mg
KQL12063	SETIT_008117mg
KQL12065	SETIT_007363mg
KQL12066	SETIT_007187mg
KQL12068	SETIT_007127mg
KQL12067	SETIT_009036mg
KQL12070	SETIT_008010mg
KQL12072	SETIT_008163mg
KQL12073	SETIT_008965mg
KQL12074	SETIT_008810mg
KQL12084	SETIT_008436mg
KQL12086	SETIT_006410mg
KQL12088	SETIT_008478mg
KQL12090	SETIT_0064412mg
KQL12091	SETIT_0064412mg
KQL12093	SETIT_008521mg
KQL12094	SETIT_008629mg
KQL12095	SETIT_006644mg
KQL12097	SETIT_006472mg
KQL12096	SETIT_006472mg
KQL12103	SETIT_009053mg
KQL12105	SETIT_006524mg
KQL12106	SETIT_006524mg
KQL12104	SETIT_006524mg
KQL12107	SETIT_008341mg
KQL12111	SETIT_006492mg
KQL12112	SETIT_006492mg
KQL12110	SETIT_006492mg
KQL12113	SETIT_006030mg
KQL12114	SETIT_007911mg
KQL12118	SETIT_005931mg
KQL12119	SETIT_008099mg
KQL12122	SETIT_007331mg
KQL12121	SETIT_008857mg
KQL12123	SETIT_008765mg
KQL12125	SETIT_007102mg
KQL12132	SETIT_009039mg
KQL12133	SETIT_007262mg
KQL12136	SETIT_006331mg
KQL12137	SETIT_006714mg
KQL12142	SETIT_006248mg
KQL12143	SETIT_008858mg
KQL12151	SETIT_008930mg
KQL12153	SETIT_008901mg
KQL12154	SETIT_007957mg
KQL12155	SETIT_008533mg
KQL12156	SETIT_008852mg
KQL12157	SETIT_006753mg
KQL12158	SETIT_006140mg
KQL12159	SETIT_006637mg
KQL12162	SETIT_009047mg
KQL12164	SETIT_007164mg
KQL12163	SETIT_007164mg
KQL12165	SETIT_009106mg
KQL12166	SETIT_007014mg
KQL12168	SETIT_006428mg
KQL12170	SETIT_006925mg
KQL12178	SETIT_008326mg
KQL12179	SETIT_006314mg
KQL12181	SETIT_007279mg
KQL12185	SETIT_008991mg
KQL12191	SETIT_005962mg
KQL12193	SETIT_005962mg
KQL12192	SETIT_005962mg
KQL12196	SETIT_007221mg
KQL12200	SETIT_006993mg
KQL12201	SETIT_007539mg
KQL12202	SETIT_007231mg
KQL12203	SETIT_006461mg
KQL12205	SETIT_007320mg
KQL12209	SETIT_006480mg
KQL12207	SETIT_006480mg
KQL12206	SETIT_006480mg
KQL12208	SETIT_006480mg
KQL12210	SETIT_007567mg
KQL12213	SETIT_008855mg
KQL12214	SETIT_007647mg
KQL12215	SETIT_007491mg
KQL12216	SETIT_007765mg
KQL12219	SETIT_007215mg
KQL12222	SETIT_007772mg
KQL12220	SETIT_007772mg
KQL12221	SETIT_007772mg
KQL12223	SETIT_006612mg
KQL12224	SETIT_007255mg
KQL12225	SETIT_007129mg
KQL12227	SETIT_006241mg
KQL12233	SETIT_006619mg
KQL12234	SETIT_006619mg
KQL12235	SETIT_006810mg
KQL12236	SETIT_008943mg
KQL12241	SETIT_008759mg
KQL12244	SETIT_005877mg
KQL12243	SETIT_005877mg
KQL12246	SETIT_007107mg
KQL12247	SETIT_006564mg
KQL12248	SETIT_005759mg
KQL12250	SETIT_007819mg
KQL12253	SETIT_006636mg
KQL12255	SETIT_007952mg
KQL12258	SETIT_007412mg
KQL12262	SETIT_008909mg
KQL12264	SETIT_006351mg
KQL12265	SETIT_007285mg
KQL12266	SETIT_006317mg
KQL12270	SETIT_005659mg
KQL12271	SETIT_007598mg
KQL12272	SETIT_008168mg
KQL12275	SETIT_007349mg
KQL12274	SETIT_007349mg
KQL12276	SETIT_007349mg
KQL12273	SETIT_007349mg
KQL12277	SETIT_008776mg
KQL12278	SETIT_008482mg
KQL12279	SETIT_006783mg
KQL12280	SETIT_006703mg
KQL12281	SETIT_008654mg
KQL12282	SETIT_008507mg
KQL12283	SETIT_008290mg
KQL12285	SETIT_007755mg
KQL12295	SETIT_005992mg
KQL12296	SETIT_005992mg
KQL12294	SETIT_005992mg
KQL12298	SETIT_006994mg
KQL12299	SETIT_005911mg
KQL12300	SETIT_005911mg
KQL12301	SETIT_005911mg
KQL12302	SETIT_006336mg
KQL12303	SETIT_006509mg
KQL12305	SETIT_008297mg
KQL12308	SETIT_007854mg
KQL12309	SETIT_006540mg
KQL12313	SETIT_007030mg
KQL12322	SETIT_008912mg
KQL12324	SETIT_006457mg
KQL12325	SETIT_005663mg
KQL12326	SETIT_005663mg
KQL12329	SETIT_006539mg
KQL12330	SETIT_006539mg
KQL12331	SETIT_008995mg
KQL12334	SETIT_005845mg
KQL12335	SETIT_005748mg
KQL12336	SETIT_006770mg
KQL12337	SETIT_006770mg
KQL12338	SETIT_006770mg
KQL12339	SETIT_007388mg
KQL12340	SETIT_007388mg
KQL12341	SETIT_006956mg
KQL12343	SETIT_005718mg
KQL12344	SETIT_008956mg
KQL12346	SETIT_006603mg
KQL12350	SETIT_007572mg
KQL12353	SETIT_005809mg
KQL12354	SETIT_006961mg
KQL12355	SETIT_007596mg
KQL12356	SETIT_005917mg
KQL12358	SETIT_005893mg
KQL12359	SETIT_005967mg
KQL12360	SETIT_006685mg
KQL12361	SETIT_006685mg
KQL12362	SETIT_006124mg
KQL12364	SETIT_007501mg
KQL12367	SETIT_007848mg
KQL12370	SETIT_006211mg
KQL12371	SETIT_006211mg
KQL12369	SETIT_006211mg
KQL12373	SETIT_005878mg
KQL12374	SETIT_007343mg
KQL12376	SETIT_008501mg
KQL12379	SETIT_008227mg
KQL12380	SETIT_008490mg
KQL03147	SETIT_004284mg
KQL03148	SETIT_005140mg
KQL03151	SETIT_005239mg
KQL03153	SETIT_004978mg
KQL03154	SETIT_003134mg
KQL03156	SETIT_002109mg
KQL03157	SETIT_001901mg
KQL03159	SETIT_004061mg
KQL03160	SETIT_002505mg
KQL03161	SETIT_003126mg
KQL03162	SETIT_003255mg
KQL03163	SETIT_003255mg
KQL03165	SETIT_003255mg
KQL03166	SETIT_003255mg
KQL03167	SETIT_003255mg
KQL03164	SETIT_003255mg
KQL03168	SETIT_001168mg
KQL03169	SETIT_000165mg
KQL03172	SETIT_000435mg
KQL03173	SETIT_003091mg
KQL03178	SETIT_001310mg
KQL03180	SETIT_004195mg
KQL03183	SETIT_001693mg
KQL03182	SETIT_001693mg
KQL03185	SETIT_001336mg
KQL03186	SETIT_001336mg
KQL03188	SETIT_003504mg
KQL03196	SETIT_003592mg
KQL03197	SETIT_002940mg
KQL03198	SETIT_003740mg
KQL03199	SETIT_003337mg
KQL03200	SETIT_002410mg
KQL03201	SETIT_000924mg
KQL03209	SETIT_003963mg
KQL03210	SETIT_004772mg
KQL03214	SETIT_001689mg
KQL03215	SETIT_002315mg
KQL03216	SETIT_002858mg
KQL03221	SETIT_001904mg
KQL03222	SETIT_001904mg
KQL03220	SETIT_001904mg
KQL03223	SETIT_001904mg
KQL03224	SETIT_001119mg
KQL03225	SETIT_002658mg
KQL03226	SETIT_002658mg
KQL03228	SETIT_002658mg
KQL03229	SETIT_002658mg
KQL03227	SETIT_002658mg
KQL03230	SETIT_000927mg
KQL03231	SETIT_004237mg
KQL03236	SETIT_003806mg
KQL03240	SETIT_004619mg
KQL03241	SETIT_004998mg
KQL03244	SETIT_004844mg
KQL03250	SETIT_003661mg
KQL03254	SETIT_004908mg
KQL03255	SETIT_003498mg
KQL03257	SETIT_001931mg
KQL03258	SETIT_001931mg
KQL03259	SETIT_001931mg
KQL03260	SETIT_003754mg
KQL03261	SETIT_000162mg
KQL03266	SETIT_001033mg
KQL03268	SETIT_005516mg
KQL03269	SETIT_000680mg
KQL03273	SETIT_002265mg
KQL03274	SETIT_002265mg
KQL03275	SETIT_002283mg
KQL03276	SETIT_005094mg
KQL03278	SETIT_003764mg
KQL03279	SETIT_004148mg
KQL03281	SETIT_005396mg
KQL03284	SETIT_003363mg
KQL03289	SETIT_005558mg
KQL03295	SETIT_003631mg
KQL03299	SETIT_0012272mg
KQL03300	SETIT_0012272mg
KQL03302	SETIT_0012271mg
KQL03301	SETIT_0012271mg
KQL03306	SETIT_001563mg
KQL03307	SETIT_000594mg
KQL03308	SETIT_000524mg
KQL03310	SETIT_003783mg
KQL03312	SETIT_003780mg
KQL03314	SETIT_004213mg
KQL03316	SETIT_000310mg
KQL03319	SETIT_001043mg
KQL03320	SETIT_001043mg
KQL03321	SETIT_001043mg
KQL03322	SETIT_001043mg
KQL03323	SETIT_001043mg
KQL03324	SETIT_001043mg
KQL03325	SETIT_004075mg
ENSRNA050012443-T1	ENSRNA050012443
KQL03331	SETIT_001633mg
KQL03334	SETIT_003233mg
KQL03335	SETIT_002048mg
KQL03337	SETIT_005650mg
KQL03342	SETIT_000777mg
KQL03341	SETIT_000777mg
KQL03343	SETIT_004278mg
KQL03345	SETIT_002259mg
KQL03347	SETIT_002898mg
KQL03350	SETIT_002584mg
KQL03353	SETIT_004221mg
KQL03354	SETIT_004761mg
KQL03355	SETIT_000615mg
KQL03356	SETIT_004708mg
KQL03357	SETIT_004641mg
KQL03358	SETIT_001829mg
KQL03359	SETIT_003821mg
KQL03361	SETIT_005391mg
KQL03362	SETIT_005115mg
KQL03363	SETIT_002781mg
KQL03364	SETIT_000194mg
KQL03366	SETIT_005253mg
KQL03369	SETIT_001976mg
KQL03372	SETIT_005224mg
KQL03375	SETIT_003983mg
KQL03376	SETIT_004095mg
KQL03377	SETIT_001143mg
KQL03378	SETIT_000531mg
KQL03379	SETIT_005353mg
KQL03384	SETIT_002620mg
KQL03385	SETIT_003494mg
KQL03387	SETIT_005246mg
KQL03390	SETIT_004092mg
KQL03391	SETIT_000642mg
KQL03392	SETIT_004622mg
KQL03393	SETIT_004813mg
KQL03395	SETIT_004800mg
KQL03403	SETIT_003909mg
KQL03404	SETIT_003678mg
KQL03406	SETIT_001641mg
KQL03407	SETIT_004400mg
KQL03409	SETIT_001529mg
KQL03414	SETIT_003497mg
KQL03415	SETIT_003491mg
KQL03416	SETIT_004597mg
KQL03419	SETIT_003070mg
KQL03420	SETIT_003070mg
KQL03421	SETIT_001034mg
KQL03422	SETIT_001034mg
KQL03423	SETIT_001877mg
KQL03425	SETIT_005107mg
KQL03427	SETIT_005103mg
KQL03430	SETIT_0009422mg
KQL03431	SETIT_0009421mg
KQL03437	SETIT_004820mg
KQL03438	SETIT_000116mg
KQL03441	SETIT_000970mg
KQL03443	SETIT_004046mg
KQL03445	SETIT_004422mg
KQL03447	SETIT_005424mg
KQL03448	SETIT_002170mg
KQL03449	SETIT_001835mg
KQL03450	SETIT_005013mg
KQL03452	SETIT_001234mg
KQL03455	SETIT_002941mg
KQL03457	SETIT_004424mg
KQL03458	SETIT_004314mg
KQL03459	SETIT_004873mg
KQL03466	SETIT_000797mg
KQL03468	SETIT_004154mg
KQL03469	SETIT_004351mg
KQL03472	SETIT_004764mg
KQL03475	SETIT_004372mg
KQL03476	SETIT_005429mg
KQL03478	SETIT_003137mg
KQL03480	SETIT_002772mg
KQL03481	SETIT_002772mg
KQL03479	SETIT_002772mg
KQL03482	SETIT_003106mg
KQL03486	SETIT_005172mg
KQL03487	SETIT_001315mg
KQL03488	SETIT_001037mg
KQL03490	SETIT_000103mg
KQL03492	SETIT_000737mg
KQL03491	SETIT_000737mg
KQL03494	SETIT_005101mg
KQL03496	SETIT_004483mg
KQL03497	SETIT_004827mg
KQL03499	SETIT_002761mg
KQL03500	SETIT_003941mg
KQL03501	SETIT_002020mg
KQL03502	SETIT_004825mg
KQL03504	SETIT_004594mg
KQL03512	SETIT_001295mg
KQL03513	SETIT_001741mg
KQL03514	SETIT_002052mg
KQL03515	SETIT_002047mg
KQL03517	SETIT_004255mg
KQL03519	SETIT_003948mg
KQL03520	SETIT_001582mg
KQL03521	SETIT_005507mg
KQL03522	SETIT_004682mg
KQL03523	SETIT_004106mg
KQL03525	SETIT_001401mg
KQL03526	SETIT_003712mg
KQL03528	SETIT_001961mg
KQL03529	SETIT_001961mg
KQL03530	SETIT_001961mg
KQL03531	SETIT_001961mg
KQL03533	SETIT_004405mg
KQL03539	SETIT_005051mg
KQL03540	SETIT_005060mg
KQL03541	SETIT_004231mg
KQL03542	SETIT_005037mg
KQL03543	SETIT_000070mg
KQL03550	SETIT_001284mg
KQL03552	SETIT_001142mg
KQL03553	SETIT_001142mg
KQL03559	SETIT_003573mg
KQL03560	SETIT_003563mg
KQL03561	SETIT_003158mg
KQL03563	SETIT_002491mg
KQL03572	SETIT_004475mg
KQL03575	SETIT_000698mg
KQL03576	SETIT_000698mg
KQL03577	SETIT_000698mg
KQL03578	SETIT_000698mg
KQL03579	SETIT_000698mg
KQL03580	SETIT_000698mg
KQL03583	SETIT_003973mg
KQL03585	SETIT_001565mg
KQL03586	SETIT_005328mg
KQL03588	SETIT_002861mg
KQL03589	SETIT_003874mg
KQL03592	SETIT_005097mg
KQL03599	SETIT_002865mg
KQL03600	SETIT_005001mg
KQL03602	SETIT_0042232mg
KQL03603	SETIT_0042231mg
KQL03605	SETIT_003718mg
KQL03608	SETIT_002082mg
KQL03607	SETIT_002082mg
KQL03609	SETIT_002778mg
KQL03616	SETIT_003591mg
KQL03618	SETIT_001599mg
KQL03619	SETIT_001599mg
KQL03620	SETIT_001456mg
ENSRNA049910521-T1	ENSRNA049910521
KQL03624	SETIT_003931mg
KQL03625	SETIT_002787mg
KQL03626	SETIT_000204mg
KQL03627	SETIT_001701mg
KQL03629	SETIT_002367mg
KQL03630	SETIT_002367mg
KQL03628	SETIT_002367mg
KQL03632	SETIT_004814mg
KQL03633	SETIT_002537mg
KQL03636	SETIT_001593mg
KQL03635	SETIT_005436mg
KQL03640	SETIT_002583mg
KQL03642	SETIT_004832mg
KQL03645	SETIT_003587mg
KQL03646	SETIT_004736mg
KQL03647	SETIT_000381mg
KQL03648	SETIT_001672mg
KQL03649	SETIT_001632mg
KQL03650	SETIT_001632mg
KQL03651	SETIT_001486mg
KQL03657	SETIT_000131mg
KQL03658	SETIT_003442mg
KQL03660	SETIT_000742mg
KQL03659	SETIT_005637mg
KQL03661	SETIT_001079mg
KQL03664	SETIT_002397mg
KQL03665	SETIT_001249mg
KQL03672	SETIT_004797mg
KQL03674	SETIT_003267mg
ENSRNA050012432-T1	ENSRNA050012432
ENSRNA050012431-T1	ENSRNA050012431
ENSRNA050012433-T1	ENSRNA050012433
ENSRNA050012437-T1	ENSRNA050012437
ENSRNA050012439-T1	ENSRNA050012439
ENSRNA050012441-T1	ENSRNA050012441
KQL03675	SETIT_000214mg
KQL03676	SETIT_000241mg
KQL03677	SETIT_000638mg
KQL03680	SETIT_005038mg
KQL03682	SETIT_003903mg
KQL03686	SETIT_004083mg
ENSRNA050012423-T1	ENSRNA050012423
ENSRNA049910524-T1	ENSRNA049910524
KQL03693	SETIT_001063mg
KQL03694	SETIT_003544mg
KQL03695	SETIT_001846mg
KQL03696	SETIT_004841mg
KQL03697	SETIT_004643mg
KQL03701	SETIT_003766mg
KQL03702	SETIT_003062mg
KQL03706	SETIT_000773mg
KQL03707	SETIT_000476mg
KQL03712	SETIT_002179mg
KQL03714	SETIT_005385mg
KQL03717	SETIT_000818mg
KQL03715	SETIT_000818mg
KQL03716	SETIT_000818mg
KQL03718	SETIT_000818mg
KQL03722	SETIT_004191mg
KQL03725	SETIT_001772mg
KQL03726	SETIT_004664mg
KQL03728	SETIT_004966mg
KQL03729	SETIT_004871mg
KQL03743	SETIT_002816mg
KQL03745	SETIT_001716mg
KQL03746	SETIT_001716mg
KQL03747	SETIT_001466mg
KQL03748	SETIT_003043mg
KQL03749	SETIT_003043mg
KQL03751	SETIT_003367mg
KQL03756	SETIT_003540mg
KQL03758	SETIT_001426mg
KQL03759	SETIT_001426mg
KQL03762	SETIT_001426mg
KQL03763	SETIT_001426mg
KQL03764	SETIT_001426mg
KQL03760	SETIT_001426mg
KQL03761	SETIT_001426mg
KQL03765	SETIT_001426mg
KQL03766	SETIT_002997mg
KQL03767	SETIT_001659mg
KQL03769	SETIT_003107mg
KQL03770	SETIT_001757mg
KQL03771	SETIT_004429mg
KQL03772	SETIT_004044mg
KQL03776	SETIT_003797mg
KQL03777	SETIT_001855mg
KQL03783	SETIT_002363mg
KQL03784	SETIT_001335mg
KQL03786	SETIT_003920mg
KQL03787	SETIT_002721mg
KQL03789	SETIT_001727mg
KQL03790	SETIT_003069mg
KQL03796	SETIT_002286mg
KQL03797	SETIT_001100mg
KQL03799	SETIT_005288mg
KQL03801	SETIT_000689mg
KQL03803	SETIT_004306mg
KQL03808	SETIT_003927mg
KQL03809	SETIT_002053mg
KQL03812	SETIT_002128mg
KQL03816	SETIT_005118mg
KQL03817	SETIT_000229mg
KQL03822	SETIT_003804mg
KQL03823	SETIT_004363mg
KQL03824	SETIT_005639mg
KQL03828	SETIT_001021mg
KQL03837	SETIT_004779mg
KQL03838	SETIT_000296mg
KQL03840	SETIT_000136mg
KQL03841	SETIT_004744mg
KQL03842	SETIT_000098mg
KQL03843	SETIT_003341mg
KQL03844	SETIT_003568mg
KQL03847	SETIT_001115mg
KQL03848	SETIT_001115mg
KQL03849	SETIT_000060mg
KQL03853	SETIT_001303mg
KQL03855	SETIT_001422mg
KQL03856	SETIT_003435mg
KQL03857	SETIT_002695mg
KQL03860	SETIT_003252mg
KQL03862	SETIT_000163mg
KQL03863	SETIT_000792mg
KQL03864	SETIT_004341mg
ENSRNA050012420-T1	ENSRNA050012420
KQL03867	SETIT_003758mg
KQL03871	SETIT_002215mg
KQL03877	SETIT_002485mg
KQL03878	SETIT_002485mg
KQL03879	SETIT_002485mg
KQL03880	SETIT_005082mg
KQL03881	SETIT_000786mg
KQL03883	SETIT_003659mg
KQL03882	SETIT_005541mg
KQL03885	SETIT_000092mg
KQL03886	SETIT_000092mg
KQL03887	SETIT_000092mg
KQL03888	SETIT_000092mg
KQL03889	SETIT_000092mg
KQL03890	SETIT_000092mg
KQL03892	SETIT_003006mg
KQL03891	SETIT_005435mg
KQL03896	SETIT_004251mg
KQL03897	SETIT_003439mg
KQL03900	SETIT_002430mg
KQL03903	SETIT_000430mg
KQL03904	SETIT_000430mg
KQL03905	SETIT_004853mg
KQL03906	SETIT_001265mg
KQL03907	SETIT_000224mg
KQL03908	SETIT_005372mg
KQL03910	SETIT_005041mg
KQL03911	SETIT_003808mg
KQL03912	SETIT_003878mg
KQL03913	SETIT_003856mg
KQL03914	SETIT_003818mg
KQL03915	SETIT_000452mg
KQL03916	SETIT_003689mg
KQL03920	SETIT_004322mg
KQL03921	SETIT_003124mg
KQL03924	SETIT_002948mg
KQL03932	SETIT_005179mg
KQL03934	SETIT_004851mg
KQL03937	SETIT_003385mg
KQL03938	SETIT_004012mg
KQL03939	SETIT_004866mg
KQL03942	SETIT_002656mg
KQL03946	SETIT_002735mg
KQL03947	SETIT_002734mg
KQL03950	SETIT_004653mg
KQL03951	SETIT_001072mg
KQL03952	SETIT_001072mg
KQL03953	SETIT_001533mg
KQL03954	SETIT_001473mg
KQL03955	SETIT_001473mg
KQL03956	SETIT_004354mg
KQL03957	SETIT_003832mg
KQL03958	SETIT_001419mg
KQL03959	SETIT_000624mg
KQL03960	SETIT_000624mg
KQL03961	SETIT_000624mg
KQL03964	SETIT_003475mg
KQL03965	SETIT_002017mg
KQL03966	SETIT_001713mg
KQL03967	SETIT_000493mg
KQL03968	SETIT_002453mg
KQL03970	SETIT_000976mg
KQL03971	SETIT_002978mg
KQL03972	SETIT_001999mg
KQL03979	SETIT_005573mg
KQL03981	SETIT_001629mg
KQL03988	SETIT_004089mg
KQL03994	SETIT_000471mg
KQL03996	SETIT_003667mg
KQL03998	SETIT_002757mg
KQL03999	SETIT_002077mg
KQL04002	SETIT_000085mg
KQL04007	SETIT_000601mg
ENSRNA049910526-T1	ENSRNA049910526
ENSRNA049910528-T1	ENSRNA049910528
KQL04008	SETIT_003118mg
KQL04011	SETIT_001211mg
KQL04012	SETIT_004265mg
KQL04013	SETIT_000090mg
KQL04014	SETIT_003928mg
KQL04018	SETIT_0016582mg
KQL04017	SETIT_0016582mg
KQL04019	SETIT_0016581mg
KQL04020	SETIT_0016581mg
KQL04021	SETIT_003116mg
KQL04022	SETIT_003055mg
KQL04026	SETIT_001592mg
KQL04029	SETIT_002979mg
KQL04035	SETIT_003785mg
KQL04039	SETIT_002338mg
KQL04042	SETIT_000212mg
KQL04043	SETIT_000592mg
KQL04044	SETIT_004963mg
KQL04045	SETIT_004442mg
KQL04046	SETIT_000140mg
KQL04048	SETIT_003068mg
KQL04047	SETIT_005437mg
KQL04050	SETIT_005237mg
KQL04051	SETIT_005446mg
KQL04054	SETIT_005428mg
KQL04057	SETIT_002098mg
KQL04058	SETIT_004108mg
KQL04060	SETIT_003629mg
KQL04062	SETIT_000413mg
KQL04063	SETIT_000413mg
KQL04064	SETIT_000413mg
KQL04065	SETIT_000413mg
KQL04066	SETIT_004331mg
KQL04067	SETIT_002821mg
KQL04069	SETIT_002881mg
KQL04070	SETIT_002847mg
KQL04072	SETIT_000834mg
KQL04073	SETIT_001171mg
KQL04074	SETIT_001171mg
KQL04075	SETIT_000222mg
KQL04076	SETIT_003395mg
KQL04082	SETIT_000294mg
KQL04083	SETIT_001588mg
KQL04085	SETIT_001588mg
KQL04086	SETIT_001588mg
KQL04087	SETIT_001588mg
KQL04084	SETIT_001588mg
KQL04092	SETIT_005209mg
KQL04093	SETIT_000236mg
KQL04096	SETIT_000631mg
KQL04097	SETIT_003077mg
KQL04098	SETIT_000514mg
KQL04101	SETIT_004700mg
KQL04102	SETIT_000406mg
KQL04103	SETIT_003424mg
KQL04108	SETIT_005593mg
KQL04109	SETIT_003379mg
KQL04110	SETIT_003136mg
KQL04111	SETIT_004982mg
KQL04117	SETIT_004839mg
KQL04120	SETIT_000809mg
KQL04121	SETIT_003953mg
KQL04123	SETIT_004228mg
KQL04124	SETIT_004315mg
KQL04128	SETIT_004458mg
KQL04129	SETIT_000186mg
KQL04131	SETIT_000344mg
KQL04132	SETIT_000344mg
KQL04133	SETIT_005287mg
KQL04135	SETIT_005431mg
KQL04136	SETIT_001859mg
KQL04137	SETIT_001803mg
KQL04138	SETIT_000063mg
KQL04139	SETIT_001555mg
KQL04140	SETIT_005267mg
KQL04141	SETIT_000714mg
KQL04146	SETIT_005355mg
KQL04147	SETIT_000850mg
KQL04157	SETIT_002798mg
KQL04165	SETIT_000895mg
KQL04166	SETIT_005626mg
KQL04171	SETIT_003952mg
KQL04172	SETIT_004847mg
KQL04175	SETIT_002189mg
KQL04178	SETIT_003466mg
KQL04183	SETIT_0025243mg
KQL04182	SETIT_0025243mg
KQL04186	SETIT_0025241mg
KQL04185	SETIT_0025241mg
KQL04189	SETIT_004260mg
KQL04190	SETIT_004146mg
KQL04191	SETIT_005030mg
KQL04192	SETIT_002144mg
KQL04193	SETIT_003987mg
KQL04194	SETIT_0040772mg
KQL04195	SETIT_0040771mg
KQL04199	SETIT_002091mg
KQL04200	SETIT_004657mg
KQL04201	SETIT_004756mg
KQL04202	SETIT_003736mg
KQL04203	SETIT_000928mg
KQL04204	SETIT_001095mg
KQL04206	SETIT_000728mg
KQL04207	SETIT_000123mg
KQL04208	SETIT_003640mg
KQL04209	SETIT_004323mg
KQL04210	SETIT_004996mg
KQL04211	SETIT_005027mg
KQL04212	SETIT_000667mg
ENSRNA049910529-T1	ENSRNA049910529
KQL04214	SETIT_004802mg
KQL04215	SETIT_003168mg
KQL04216	SETIT_002272mg
KQL04217	SETIT_003937mg
KQL04218	SETIT_004788mg
KQL04219	SETIT_002826mg
KQL04220	SETIT_003906mg
KQL04221	SETIT_001484mg
KQL04223	SETIT_005206mg
KQL04228	SETIT_002380mg
KQL04227	SETIT_002380mg
KQL04232	SETIT_000329mg
KQL04233	SETIT_000329mg
KQL04234	SETIT_004359mg
KQL04237	SETIT_002412mg
KQL04239	SETIT_003465mg
KQL04242	SETIT_000221mg
KQL04246	SETIT_003018mg
KQL04247	SETIT_002186mg
KQL04248	SETIT_002461mg
KQL04251	SETIT_001183mg
ENSRNA049910533-T1	ENSRNA049910533
